PSN,PresBlue,PresRed,SenBlue,SenRed,CongD2011,SenD2011,CongD2021,SenD2021,CongD2021a,SenD2021a,HsD2011,HsD2021,PName,PCode,County,Precinct_P,Pop_of_Pre,Pop_Diff,PD_Percent,Pct_Area,Pct_Perim,County1,Reg_Voters,PresOther,SenOther,Shape_Leng,Shape_Area
0,418,866,421,851,3,10,3,4,3,4,11,11,ABBEVILLE NO. 1,1,1,2101,1125,976,87,37.28646226,34.48957032,ABBEVILLE,1743,10,23,113154.532,401348139.5
1,721,375,740,354,3,10,3,4,3,4,11,11,ABBEVILLE NO. 2,2,1,1638,2401,-763,-32,42.97050043,35.85377462,ABBEVILLE,1693,5,10,117630.2589,462530617.2
2,442,483,450,466,3,10,3,4,3,4,11,11,ABBEVILLE NO. 3,3,1,1661,1752,-91,-5,73.33263237,46.20640838,ABBEVILLE,1427,13,24,151595.5248,789345885.4
3,207,446,214,429,3,10,3,4,3,4,11,11,ABBEVILLE NO. 4,4,1,2012,1038,974,94,54.85744425,37.00570451,ABBEVILLE,929,3,13,121409.5489,590480615.6
4,181,763,187,744,3,10,3,4,3,4,11,11,ANTREVILLE,5,1,1556,1400,156,11,97.78769301,58.94993369,ABBEVILLE,1246,7,19,193404.9074,1052577967
5,85,304,88,298,3,4,3,4,3,4,11,11,BROADMOUTH,6,1,509,799,-290,-36,38.8670756,38.55257616,ABBEVILLE,569,1,5,126484.577,418361719.9
6,661,524,680,503,3,10,3,4,3,4,11,11,CALHOUN FALLS,7,1,1879,1550,329,21,135.1659733,62.94647184,ABBEVILLE,1798,11,8,206516.883,1454914428
7,145,622,159,615,3,10,3,4,3,4,11,11,COLD SPRINGS,8,1,1356,2283,-927,-41,98.44360295,58.03799477,ABBEVILLE,944,11,7,190412.9878,1059638123
8,71,344,77,333,3,4,3,4,3,4,11,11,DONALDS,9,1,1283,2647,-1364,-52,40.88216299,35.24992741,ABBEVILLE,585,7,12,115649.1368,440051940
9,359,758,374,751,3,10,3,4,3,4,11,11,DUE WEST,10,1,2647,1342,1305,97,92.03832803,52.31245056,ABBEVILLE,1609,17,14,171628.4315,990692317.9
10,151,316,149,322,3,4,3,4,3,4,11,11,HALL'S STORE,11,1,1001,857,144,17,29.15888835,31.08224267,ABBEVILLE,707,3,2,101975.6578,313863662
11,178,716,189,703,3,10,3,4,3,4,11,11,KEOWEE,12,1,1579,1156,423,37,102.6617606,60.31040304,ABBEVILLE,1191,10,16,197868.3806,1105041994
12,144,459,148,447,3,10,3,4,3,4,11,11,LEBANON,14,1,1222,1593,-371,-23,131.0382525,72.98730106,ABBEVILLE,800,5,13,239459.1702,1410484011
13,123,722,139,699,3,10,3,4,3,4,11,11,LOWNDESVILLE,13,1,2504,2720,-216,-8,257.1827565,88.40495159,ABBEVILLE,1150,7,14,290041.912,2768292151
14,203,509,204,504,3,10,3,4,3,4,11,11,SMITHVILLE,15,1,1826,2392,-566,-24,94.03494099,44.16816709,ABBEVILLE,905,7,12,144908.3949,1012183681
15,370,616,365,629,2,24,2,24,2,24,81,81,AIKEN NO. 1,1,3,1603,1482,121,8,4.337206629,12.43202435,AIKEN,1420,17,7,40787.39987,46685303.61
16,588,185,598,186,2,26,2,24,2,24,82,82,AIKEN NO. 2,2,3,1587,1849,-262,-14,2.127308476,7.369728574,AIKEN,1376,13,6,24178.85116,22898157.86
17,842,133,861,118,2,26,2,24,2,24,82,82,AIKEN NO. 3,3,3,2900,2937,-37,-1,4.004089275,8.617316579,AIKEN,1976,13,12,28271.97948,43099658.26
18,366,69,372,66,2,26,2,24,2,24,82,82,AIKEN NO. 4,4,3,1072,1144,-72,-6,2.419952929,8.255389712,AIKEN,896,3,4,27084.55775,26048156.54
19,351,461,343,469,2,24,2,24,2,24,81,81,AIKEN NO. 47,47,3,2377,1482,895,60,6.689486034,16.72937263,AIKEN,1261,16,14,54886.28338,72005028.41
20,549,333,548,347,2,26,2,24,2,24,81,82,AIKEN NO. 5,5,3,1104,1709,-605,-35,2.812647434,9.473556078,AIKEN,1469,15,6,31081.15857,30275085.01
21,405,596,397,619,2,24,2,24,2,24,81,81,AIKEN NO. 6,6,3,1484,1528,-44,-3,5.236392481,11.69015365,AIKEN,1434,19,11,38353.44576,56364059.57
22,567,1164,531,1213,2,24,2,24,2,24,81,81,ANDERSON POND NO. 69,69,3,2532,1402,1130,81,8.93337466,14.82290792,AIKEN,2192,18,12,48631.49039,96158044.56
23,236,476,248,461,2,25,2,25,2,25,84,83,ASCAUGA LAKE NO. 63,63,3,324,1506,-1182,-78,2.115040748,7.339823015,AIKEN,1089,8,11,24080.73601,22766109.14
24,288,675,292,675,2,25,2,25,2,25,84,83,ASCAUGA LAKE NO. 84,84,3,1291,1215,76,6,8.442883863,14.75317642,AIKEN,1359,15,11,48402.71296,90878445.56
25,239,299,252,283,2,25,2,25,2,25,84,84,BATH,7,3,1826,1712,114,7,14.78338204,20.45115829,AIKEN,955,7,13,67096.84183,159126999.9
26,595,512,598,506,2,24,2,24,2,24,84,84,BEECH ISLAND,8,3,2272,2583,-311,-12,42.97776097,49.70886975,AIKEN,1829,15,20,163086.5168,462608769
27,384,561,394,541,2,25,2,24,2,24,83,84,BELVEDERE NO. 44,44,3,2655,2266,389,17,3.028720972,8.311855744,AIKEN,1603,27,31,27269.81339,32600881.22
28,475,413,487,396,2,24,2,24,2,24,83,83,BELVEDERE NO. 62,62,3,2518,2042,476,23,6.870561369,16.45472553,AIKEN,1470,10,16,53985.212,73954107.09
29,158,302,160,296,2,25,2,24,2,24,83,83,BELVEDERE NO. 74,74,3,532,1131,-599,-53,4.10996364,10.26804425,AIKEN,806,7,10,33687.74183,44239280.44
30,490,540,510,522,2,24,2,24,2,24,83,83,BELVEDERE NO. 9,9,3,1873,2771,-898,-32,3.246524092,8.606994745,AIKEN,2085,25,21,28238.11526,34945294.49
31,830,1107,847,1088,2,25,2,25,2,25,84,84,BREEZY HILL,50,3,4718,3031,1687,56,40.61620952,35.61031353,AIKEN,3058,20,24,116831.5036,437189240.7
32,476,278,481,272,2,24,2,24,2,24,83,84,CAROLINA HEIGHTS,10,3,1671,2222,-551,-25,12.76793657,19.08961665,AIKEN,1414,10,10,62629.85064,137432925.4
33,440,1021,420,1043,2,24,2,24,2,24,86,81,CEDAR CREEK NO. 64,64,3,818,1685,-867,-51,16.78246718,23.1248873,AIKEN,1959,14,16,75868.90108,180644973.3
34,668,355,677,344,2,26,2,25,2,25,82,82,CHINA SPRINGS,11,3,2646,2832,-186,-7,32.19315922,26.80080564,AIKEN,1874,21,17,87928.97651,346524281.9
35,209,239,230,224,2,25,2,25,2,25,84,84,CLEARWATER,12,3,1128,1450,-322,-22,4.880410253,9.560380929,AIKEN,844,9,5,31366.01643,52532298.76
36,434,842,462,830,2,24,2,24,2,24,81,81,COLLEGE ACRES,13,3,2887,2420,467,19,6.788976712,11.27059946,AIKEN,1968,27,15,36976.95838,73075937.15
37,367,623,381,592,2,24,2,24,2,24,86,93,COUCHTON,56,3,2206,2126,80,4,47.09350315,31.47760552,AIKEN,1488,11,31,103272.7774,506910249.1
38,330,802,339,786,2,25,2,25,2,25,82,82,EUREKA,14,3,2221,2418,-197,-8,101.0366403,48.98776165,AIKEN,1733,14,18,160720.6814,1087549346
39,310,836,322,832,2,24,2,24,2,24,83,83,FOX CREEK NO. 58,58,3,1562,1931,-369,-19,1.916893035,6.213280003,AIKEN,1849,18,12,20384.73614,20633264.91
40,267,822,263,833,2,24,2,24,2,24,83,83,FOX CREEK NO. 73,73,3,2513,1641,872,53,3.086019727,7.887067077,AIKEN,1607,23,11,25876.15257,33217639.89
41,291,748,288,747,2,24,2,24,2,24,81,81,GEM LAKES NO. 60,60,3,1083,1463,-380,-26,3.682291993,8.786263868,AIKEN,1396,12,21,28826.26737,39635861.14
42,407,810,400,825,2,24,2,24,2,24,81,81,GEM LAKES NO. 77,77,3,1700,1658,42,3,5.05125156,12.60357017,AIKEN,1651,16,10,41350.21313,54371219.28
43,165,520,179,502,2,24,2,24,2,24,84,84,GLOVERVILLE,15,3,2058,1908,150,8,7.015954845,14.23275204,AIKEN,1041,12,16,46695.28731,75519109.44
44,263,460,274,450,2,25,2,25,2,25,81,82,GRANITEVILLE,16,3,2692,2074,618,30,9.158016002,18.50540461,AIKEN,1231,10,10,60713.14831,98576063.84
45,372,573,379,572,2,24,2,24,2,24,84,84,HAMMOND NO. 48,48,3,1176,1164,12,1,18.57522412,22.18503748,AIKEN,1369,14,12,72785.41048,199942048.4
46,252,489,260,479,2,24,2,24,2,24,84,84,HAMMOND NO. 81,81,3,1702,1855,-153,-8,65.7294545,59.58843211,AIKEN,1185,9,16,195499.7144,707505960
47,315,499,312,502,2,24,2,24,2,24,81,84,HITCHCOCK NO. 66,66,3,1213,1525,-312,-20,6.399929574,11.46802428,AIKEN,1273,12,11,37624.67633,68888268.61
48,345,758,334,784,2,24,2,24,2,24,81,81,HOLLOW CREEK,53,3,1076,1368,-292,-21,3.127749198,9.976981069,AIKEN,1564,11,8,32732.81206,33666812.17
49,250,876,257,859,2,24,2,24,2,24,84,84,JACKSON,17,3,2351,2463,-112,-5,99.84011838,61.55552707,AIKEN,1743,6,20,201953.4251,1074670090
50,190,600,203,577,2,25,2,25,2,25,84,84,LANGLEY,18,3,2252,2672,-420,-16,10.81069314,15.65937474,AIKEN,1462,8,19,51375.79864,116365332.6
51,431,484,443,477,2,24,2,24,2,24,81,81,LEVELS NO. 52,52,3,1700,1519,181,12,2.317207581,8.434229148,AIKEN,1563,22,16,27671.30013,24942214.82
52,310,396,315,392,2,24,2,24,2,24,81,81,LEVELS NO. 72,72,3,1123,1240,-117,-9,3.430778922,10.35143975,AIKEN,1139,13,12,33961.34859,36928596.97
53,241,250,246,263,2,24,2,24,2,24,81,81,LEVELS NO. 83,83,3,1179,1419,-240,-17,1.054991495,5.17860464,AIKEN,864,23,8,16990.13872,11355833.94
54,128,463,137,447,2,25,2,25,2,25,84,84,LYNWOOD,19,3,1504,1634,-130,-8,7.776216452,13.11885334,AIKEN,973,11,15,43040.77134,83702497.27
55,616,1150,629,1138,2,25,2,25,2,25,84,84,MIDLAND VALLEY NO. 51,51,3,3088,1464,1624,111,17.62980291,19.42512872,AIKEN,2508,24,26,63730.60981,189765619.1
56,441,1063,453,1048,2,25,2,25,2,25,84,84,MIDLAND VALLEY NO. 71,71,3,2984,2441,543,22,15.58106991,19.92042642,AIKEN,2236,19,20,65355.59901,167713240.7
57,541,904,529,916,2,24,2,24,2,24,81,81,MILLBROOK,20,3,2576,2470,106,4,4.230039616,12.30867009,AIKEN,2149,24,24,40382.69512,45531767.49
58,579,853,589,852,2,25,2,25,2,25,84,83,MISTY LAKES,45,3,3807,2629,1178,45,38.90293885,26.71306735,AIKEN,2184,21,15,87641.1218,418747748.7
59,321,459,334,453,2,26,2,25,2,25,86,93,MONETTA,21,3,1815,1959,-144,-7,90.6936627,46.86416013,AIKEN,1174,15,16,153753.4987,976218460.6
60,532,883,541,873,2,24,2,24,2,24,86,93,MONTMORENCI NO. 22,22,3,2696,1984,712,36,17.68483067,17.57259938,AIKEN,2063,21,21,57652.76981,190357933.1
61,269,469,266,469,2,24,2,24,2,24,86,93,MONTMORENCI NO. 78,78,3,2469,1515,954,63,59.32324324,37.08783535,AIKEN,1092,13,14,121679.0065,638550075.9
62,425,583,441,572,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 25,25,3,2598,2417,181,7,4.338647398,10.67962406,AIKEN,1920,22,10,35038.06661,46700811.92
63,349,367,351,359,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 26,26,3,1400,1537,-137,-9,1.647910341,7.312444659,AIKEN,1361,18,22,23990.91218,17737959.28
64,233,986,227,988,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 27,27,3,1344,2008,-664,-33,3.210248824,8.822308667,AIKEN,1726,19,25,28944.52435,34554830.76
65,257,618,250,633,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 28,28,3,1017,1414,-397,-28,1.475734247,5.626627595,AIKEN,1327,17,11,18460.02737,15884671.24
66,463,669,467,688,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 29,29,3,1921,1773,148,8,2.599776601,8.004371868,AIKEN,1886,39,17,26261.01004,27983762.44
67,406,347,425,328,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 54,54,3,3074,2004,1070,53,3.176069967,8.119806632,AIKEN,1386,16,13,26639.73226,34186932.61
68,236,517,230,522,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 55,55,3,1306,1310,-4,0,1.322834855,5.054710781,AIKEN,1169,7,9,16583.66362,14238875.88
69,275,735,284,736,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 67,67,3,2541,1463,1078,74,7.278588368,17.15154606,AIKEN,1445,21,11,56271.36402,78346073.16
70,564,1323,580,1312,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 68,68,3,2727,1950,777,40,6.269632393,11.73080712,AIKEN,2658,29,30,38486.82304,67485761.42
71,187,452,193,451,2,24,2,24,2,24,83,83,N. AUGUSTA NO. 80,80,3,1325,1142,183,16,1.506764287,5.457616319,AIKEN,980,14,12,17905.52954,16218675.8
72,546,565,560,549,2,24,2,24,2,24,86,81,NEW ELLENTON,23,3,956,2067,-1111,-54,10.95623987,13.95285127,AIKEN,1732,21,29,45776.97954,117931984.4
73,138,431,144,422,2,26,2,25,2,25,86,93,NEW HOLLAND,24,3,1201,1317,-116,-9,130.7842738,65.0744748,AIKEN,823,8,11,213498.5061,1407750207
74,175,572,180,563,2,26,2,25,2,25,86,93,OAK GROVE,30,3,1761,1696,65,4,152.3416917,74.12750697,AIKEN,1145,19,21,243199.9958,1639792322
75,182,438,191,419,2,26,2,25,2,25,86,93,PERRY,31,3,1294,1253,41,3,102.4189487,56.27606528,AIKEN,913,7,19,184632.3909,1102428389
76,326,1012,345,992,2,24,2,24,2,24,84,81,PINE FOREST,59,3,1970,2219,-249,-11,34.42623248,26.8521907,AIKEN,1919,19,20,88097.56232,370560882.4
77,282,578,299,560,2,24,2,24,2,24,86,93,REDDS BRANCH,57,3,2968,2333,635,27,20.21390513,21.1965129,AIKEN,1434,15,15,69542.22608,217580664
78,260,239,265,233,2,26,2,25,2,25,86,93,SALLEY,32,3,820,991,-171,-17,77.59207545,51.23657082,AIKEN,726,3,4,168098.6494,835194149.2
79,371,579,375,582,2,24,2,24,2,24,81,81,SANDSTONE NO. 70,70,3,717,1623,-906,-56,1.392858187,6.015823694,AIKEN,1603,31,27,19736.9149,14992600.75
80,282,402,278,405,2,24,2,24,2,24,81,81,SANDSTONE NO. 79,79,3,870,1505,-635,-42,1.438970505,5.4923878,AIKEN,1054,3,2,18019.60897,15488949.61
81,165,359,170,353,2,24,2,24,2,24,86,93,SHAWS FORK,33,3,1073,872,201,23,69.11026074,43.68392119,AIKEN,758,7,10,143319.6648,743896655.5
82,428,972,439,960,2,26,2,25,2,25,86,93,SHILOH,34,3,3030,2711,319,12,78.28166031,40.69074627,AIKEN,2082,20,20,133499.5567,842616778.9
83,737,617,755,592,2,24,2,24,2,24,84,81,SILVER BLUFF,61,3,3037,2979,58,2,87.27912669,43.25751823,AIKEN,2111,20,23,141920.7077,939464701
84,477,675,495,660,2,24,2,24,2,24,81,82,SIX POINTS NO. 35,35,3,2922,3079,-157,-5,6.258901223,11.200201,AIKEN,1812,14,15,36745.99278,67370252.07
85,713,112,716,108,2,26,2,24,2,24,82,82,SIX POINTS NO. 46,46,3,1885,2221,-336,-15,6.344343386,10.55839928,AIKEN,1534,9,5,34640.3483,68289943.86
86,421,1133,418,1135,2,24,2,24,2,24,81,81,SLEEPY HOLLOW NO. 65,65,3,2085,2240,-155,-7,27.09829338,25.69164655,AIKEN,2111,18,21,84290.01039,291683602.4
87,505,878,511,875,2,24,2,24,2,24,86,93,SOUTH AIKEN NO. 75,75,3,2533,2189,344,16,9.251701073,12.56213507,AIKEN,2004,27,23,41214.27148,99584481.55
88,624,1113,608,1139,2,24,2,24,2,24,81,81,SOUTH AIKEN NO. 76,76,3,2594,1855,739,40,11.44563123,15.35433202,AIKEN,2512,26,18,50375.00429,123199749.2
89,0,0,0,0,2,24,2,24,2,24,86,81,SRS,0,3,1,0,1,1,293.2064617,92.60497348,AIKEN,0,0,0,303821.4838,3156048087
90,242,258,243,256,2,26,2,25,2,25,86,93,TABERNACLE,36,3,1016,1067,-51,-5,119.9435568,48.8902476,AIKEN,747,7,6,160400.754,1291061701
91,539,811,555,791,2,24,2,24,2,24,86,81,TALATHA,37,3,3483,2215,1268,57,47.501142,52.46350383,AIKEN,2091,16,20,172124.0122,511298037.2
92,606,858,630,838,2,25,2,25,2,25,82,84,VAUCLUSE,38,3,3556,1688,1868,111,55.33714813,40.45967221,AIKEN,2176,28,23,132741.4412,595644105.1
93,580,858,593,827,2,26,2,25,2,25,86,93,WAGENER,39,3,3684,3155,529,17,127.5634995,53.69463953,AIKEN,2149,19,32,176163.1632,1373082081
94,417,668,437,642,2,26,2,25,2,25,86,93,WARD,40,3,1926,2351,-425,-18,125.2730304,48.36194979,AIKEN,1645,18,26,158667.4969,1348427677
95,355,881,373,843,2,24,2,24,2,24,81,84,WARRENVILLE,41,3,3312,2674,638,24,15.0741392,16.83414838,AIKEN,1994,14,33,55230.03514,162256683.9
96,272,303,274,289,2,26,2,24,2,24,86,93,WHITE POND,42,3,1201,1263,-62,-5,81.19386879,49.93912923,AIKEN,842,1,9,163841.9598,873963530
97,206,683,221,663,2,25,2,25,2,25,84,84,WILLOW SPRINGS,49,3,2618,2503,115,5,6.585845794,10.98539242,AIKEN,1380,13,16,36041.24162,70889454.14
98,279,487,283,482,2,24,2,24,2,24,86,93,WINDSOR NO. 43,43,3,2032,2036,-4,0,113.2806862,53.94586901,AIKEN,1247,14,12,176987.4053,1219343159
99,217,485,235,461,2,24,2,24,2,24,86,93,WINDSOR NO. 82,82,3,1859,2040,-181,-9,75.79398036,40.03702408,AIKEN,1157,8,14,131354.8032,815839614.7
100,544,6,548,115,6,40,2,40,2,40,91,91,ALLENDALE NO. 1,1,5,716,1851,-1135,-61,18.35401863,28.94901105,ALLENDALE,1245,110,2,94976.88043,197561012.3
101,614,3,632,15,6,45,2,40,2,40,91,91,ALLENDALE NO. 2,2,5,463,1863,-1400,-75,3.452103883,9.487243114,ALLENDALE,1288,22,3,31126.06345,37158136.95
102,224,0,228,129,6,40,2,40,2,40,91,91,FAIRFAX NO. 1,3,5,2334,983,1351,137,58.54574329,40.08000071,ALLENDALE,635,134,3,131495.8023,630181136
103,645,1,654,62,6,45,2,40,2,40,91,91,FAIRFAX NO. 2,4,5,2074,3101,-1027,-33,310.5466589,130.4554949,ALLENDALE,1187,70,3,428002.7363,3342696417
104,161,1,165,44,6,45,2,40,2,40,91,91,MARTIN,5,5,628,392,236,60,215.6893029,76.22709649,ALLENDALE,306,44,2,250088.3991,2321660335
105,77,2,82,175,6,40,2,40,2,40,91,91,SYCAMORE,6,5,897,524,373,71,110.3940379,63.37732075,ALLENDALE,359,174,1,207930.4265,1188271534
106,65,5,68,99,6,40,2,40,2,40,91,91,ULMER,7,5,466,298,168,56,85.33038445,49.31388492,ALLENDALE,240,100,3,161790.6375,918488614
107,384,1,392,191,6,45,2,40,2,40,91,91,WOODS,8,5,1445,1407,38,3,265.5565012,98.30213621,ALLENDALE,915,198,3,322512.9252,2858426389
108,421,623,426,620,3,3,3,3,3,3,6,9,ANDERSON 1/1,74,7,2189,2099,90,4,4.873123389,12.2132661,ANDERSON,1898,14,12,40069.69052,52453863.61
109,297,736,293,750,3,3,3,3,3,3,9,9,ANDERSON 1/2,75,7,1790,2850,-1060,-37,2.269844797,7.462457415,ANDERSON,1375,18,11,24483.07904,24432406.05
110,322,683,335,679,3,3,3,3,3,3,9,9,ANDERSON 2/1,76,7,2081,4362,-2281,-52,2.619678951,7.294796605,ANDERSON,1402,21,15,23933.01186,28197989.55
111,678,1096,699,1076,3,3,3,3,3,3,9,9,ANDERSON 2/2,77,7,4186,1715,2471,144,5.222387607,10.9480045,ANDERSON,2635,30,33,35918.57811,56213312.36
112,313,191,307,197,3,4,3,4,3,4,9,6,ANDERSON 3/1,78,7,1104,2535,-1431,-56,2.42711452,7.247161151,ANDERSON,1026,12,11,23776.72788,26125243.26
113,359,304,372,294,3,4,3,4,3,4,9,6,ANDERSON 3/2,79,7,2887,515,2372,461,9.355933899,23.35465667,ANDERSON,1215,8,7,76622.73609,100706434.4
114,552,117,563,107,3,4,3,4,3,4,9,6,ANDERSON 4/1,80,7,1722,2656,-934,-35,2.752716042,8.237630459,ANDERSON,1440,5,6,27026.2926,29629988.88
115,988,352,1015,326,3,4,3,4,3,4,7,6,ANDERSON 4/2,81,7,3774,903,2871,318,10.53102271,16.53624539,ANDERSON,2139,18,14,54252.66508,113354985.1
116,603,148,606,132,3,4,3,4,3,4,8,6,ANDERSON 5/B,83,7,2979,3227,-248,-8,5.287172688,11.16327814,ANDERSON,1482,3,11,36624.85502,56910653.17
117,514,786,523,774,3,3,3,3,3,3,6,9,ANDERSON 6/1,84,7,2781,1834,947,52,2.897400152,8.060052505,ANDERSON,2035,30,29,26443.68893,31187355.67
118,447,208,464,189,3,4,3,4,3,4,6,6,ANDERSON 6/2,85,7,2611,1824,787,43,3.612630611,11.11838757,ANDERSON,1478,5,7,36477.57656,38886032.26
119,273,239,285,211,3,3,3,3,3,3,6,6,APPLETON-EQUINOX,9,7,2436,2604,-168,-6,3.11178605,8.189886816,ANDERSON,1015,7,18,26869.65366,33494986.28
120,31,300,34,297,3,4,3,4,3,4,7,7,BARKER'S CREEK-MCADAMS,10,7,1041,1985,-944,-48,20.15900102,22.51276945,ANDERSON,401,1,1,73860.64443,216989681.1
121,362,959,390,919,3,4,3,4,3,4,7,7,BELTON,11,7,3574,1665,1909,115,17.43280995,25.49122576,ANDERSON,2002,19,27,83632.46317,187645204.6
122,345,941,360,931,3,4,3,4,3,4,7,7,BELTON ANNEX,111,7,2411,1107,1304,118,22.17636109,22.29896985,ANDERSON,1895,25,25,73159.20359,238704364.1
123,387,1059,407,1049,3,3,3,3,3,3,6,8,BISHOP'S BRANCH,13,7,5183,4175,1008,24,81.81951189,50.36384737,ANDERSON,2165,29,20,165235.3892,880697896.3
124,85,471,90,461,3,3,3,4,3,4,9,9,BOWLING GREEN,15,7,1929,2679,-750,-28,19.07315202,21.65113332,ANDERSON,795,5,11,71033.75991,205301699.7
125,305,167,315,159,3,4,3,4,3,4,7,6,BROADVIEW,12,7,1022,3040,-2018,-66,7.558354125,17.73174713,ANDERSON,696,3,4,58174.90705,81357446.7
126,179,435,185,423,3,4,3,4,3,4,7,7,BROADWAY,16,7,1281,1102,179,16,18.58792574,24.70667171,ANDERSON,886,5,11,81058.47212,200078767.5
127,401,1573,417,1567,3,3,3,3,3,3,10,10,BRUSHY CREEK,17,7,3325,2768,557,20,23.60087028,23.43080852,ANDERSON,2565,33,27,76872.57762,254037653.5
128,188,818,192,815,3,4,3,4,3,4,7,7,CEDAR GROVE,18,7,2743,5133,-2390,-47,35.04185871,30.30033558,ANDERSON,1489,11,8,99410.351,377187428
129,472,1414,481,1396,3,3,3,3,3,3,8,8,CENTER ROCK,157,7,3181,1883,1298,69,51.92644327,36.62816046,ANDERSON,2650,17,30,120170.8898,558931583.6
130,614,1504,637,1470,3,3,3,3,3,3,8,8,CENTERVILLE STATION A,19,7,3993,3621,372,10,12.59297099,16.18327593,ANDERSON,2998,29,33,53094.63111,135549611.7
131,645,1367,663,1354,3,3,3,3,3,3,8,6,CENTERVILLE STATION B,91,7,2929,3797,-868,-23,6.41553157,12.07945962,ANDERSON,2988,37,27,39630.69375,69056207.09
132,190,229,202,209,3,4,3,4,3,4,7,7,CHIQUOLA MILL,20,7,663,1408,-745,-53,4.277486625,9.279959812,ANDERSON,790,6,13,30446.00148,46042482.84
133,653,1688,671,1677,3,3,3,3,3,3,10,10,CONCRETE,21,7,3723,3965,-242,-6,15.40887112,15.43455985,ANDERSON,3400,41,33,50638.21845,165859708.4
134,289,569,283,586,3,3,3,3,3,3,9,9,COX'S CREEK,93,7,1899,1633,266,16,1.713812651,5.340617034,ANDERSON,1323,17,7,17521.67439,18447325.84
135,70,691,75,677,3,4,3,4,3,4,7,7,CRAYTONVILLE,23,7,2001,2942,-941,-32,40.91895972,36.64029635,ANDERSON,1072,5,11,120210.7056,440448016.8
136,302,899,314,891,3,3,3,3,3,3,8,8,DENVER-SANDY SPRINGS,24,7,1916,2251,-335,-15,28.16780455,35.79002068,ANDERSON,1741,19,18,117421.0929,303195724.9
137,566,921,587,894,3,3,3,3,3,3,6,9,EDGEWOOD STATION A,25,7,3722,2797,925,33,12.22031092,18.29825832,ANDERSON,2442,19,22,60033.53585,131538332
138,418,1180,427,1175,3,3,3,3,3,3,6,9,EDGEWOOD STATION B,92,7,2620,3670,-1050,-29,8.191576635,17.55950237,ANDERSON,2200,22,20,57609.8007,88173397.07
139,322,931,333,928,3,3,3,3,3,3,6,8,FIVE FORKS,27,7,1894,1390,504,36,39.88764331,32.04758532,ANDERSON,1640,17,11,105142.7862,429347019.3
140,188,805,204,782,3,4,3,4,3,4,11,6,FLAT ROCK,28,7,2621,2585,36,1,27.2842712,26.87251747,ANDERSON,1567,13,17,88164.25106,293685451
141,215,892,224,891,3,3,3,3,3,3,8,8,FORK NO. 1,29,7,1577,963,614,64,40.73699659,35.34307436,ANDERSON,1579,15,10,115954.7365,438489381.9
142,240,999,256,981,3,3,3,3,3,3,8,8,FORK NO. 2,30,7,2147,1832,315,17,73.48494494,48.2056962,ANDERSON,1738,26,28,158154.855,790985364.3
143,111,625,119,614,3,4,3,4,3,4,7,7,FRIENDSHIP,31,7,1697,1252,445,36,49.85432594,36.70233959,ANDERSON,1004,2,7,120414.2591,536627498.4
144,514,1017,533,1005,3,3,3,3,3,3,9,9,GLENVIEW,132,7,1838,1778,60,3,5.119306275,14.65874398,ANDERSON,2049,16,7,48092.89588,55103754.14
145,311,515,327,499,3,4,3,4,3,4,11,6,GLUCK MILL,32,7,2012,2391,-379,-16,5.639848694,14.97133723,ANDERSON,1482,8,13,49118.46224,60706826.11
146,408,1418,434,1392,3,3,3,3,3,3,8,8,GREEN POND STATION A,33,7,4087,3329,758,23,19.65936505,22.66265168,ANDERSON,2707,22,25,74352.38306,211611644.3
147,205,768,214,745,3,4,3,4,3,4,7,7,HALL,35,7,2710,1238,1472,119,65.90847498,44.86754092,ANDERSON,1581,8,24,147202.9238,709432920.4
148,429,1032,414,1064,3,3,3,3,3,3,9,9,HAMMOND ANNEX,136,7,2165,2432,-267,-11,5.642773447,11.27464105,ANDERSON,2055,14,9,36990.21817,60738307.88
149,561,1377,576,1371,3,3,3,3,3,3,9,9,HAMMOND SCHOOL,36,7,3491,1946,1545,79,17.69123517,25.60220563,ANDERSON,2640,34,24,83996.56962,190426870.5
150,55,391,50,390,3,4,3,4,3,4,7,7,HIGH POINT,37,7,881,2842,-1961,-69,30.04632051,25.20710962,ANDERSON,597,4,9,82700.32549,323415902.3
151,59,296,64,285,3,4,3,4,3,4,7,6,HOMELAND PARK,38,7,1821,789,1032,131,10.03565915,15.53029843,ANDERSON,571,5,13,50952.32076,108022936
152,209,810,224,797,3,4,3,4,3,4,7,7,HONEA PATH,39,7,1116,1468,-352,-24,4.531664143,10.03207428,ANDERSON,1474,13,12,32913.56369,48778426.87
153,369,980,357,1004,3,3,3,3,3,3,6,9,HOPEWELL,40,7,1993,2521,-528,-21,12.28961173,16.26906478,ANDERSON,1742,24,20,53376.09003,132284279.7
154,757,2649,780,2631,3,3,3,3,3,3,10,10,HUNT MEADOWS,164,7,4450,3449,1001,29,22.28333902,28.09345122,ANDERSON,4575,58,55,92169.93123,239855865
