PSN,PresBlue,PresRed,SenBlue,SenRed,CongD2011,CongD2021,SenD2011,SenD2021,HouseD2011,HouseD2021,OBJECTID,PName,PCode,County,Pop2010,Pct_Area,Pct_Perim,CountyName,Reg_Voters,PresOther,SenOther,Shape_Length,Shape_Area,Pop2020
159,121,389,125,391,3,3,3,3,6,8,1854,MELTON,045,007,1784,28.31004217,33.34651825,ANDERSON,709,11,4,109404.3686,304726757.8,855
160,533,1340,545,1340,3,3,3,3,8,8,1835,MOUNT TABOR,046,007,1812,47.14206851,37.81118277,ANDERSON,2673,22,14,124052.1888,507433002.2,3316
161,158,401,168,381,3,3,4,4,11,6,1844,MOUNTAIN CREEK,047,007,2709,41.4970443,35.35401974,ANDERSON,992,4,10,115990.6464,446670467.4,1751
162,369,1517,387,1504,3,3,3,3,10,10,1859,MT. AIRY,094,007,3578,21.22235014,23.32283891,ANDERSON,2497,31,24,76518.34731,228435475.7,3365
163,495,931,509,897,3,3,4,4,7,7,1879,NEAL'S CREEK,049,007,1226,36.70116192,34.87967009,ANDERSON,2138,10,26,114434.3843,395048019.1,3379
164,420,1180,422,1188,3,3,3,3,6,9,1874,NORTH POINTE,050,007,1269,16.41741687,22.40799826,ANDERSON,2001,23,14,73516.90761,176715604.5,2584
165,84,447,92,430,3,3,4,4,9,7,1866,PELZER,051,007,2943,3.492360289,10.65295248,ANDERSON,853,7,15,34950.56161,37591453.29,1434
166,1059,1052,1073,1085,3,3,3,3,6,3,1836,PENDLETON,053,007,3147,38.64227575,27.01158808,ANDERSON,3458,62,21,88620.51855,415941994.4,4750
167,151,494,167,476,3,3,4,4,10,10,1862,PIEDMONT,054,007,3513,5.173058275,13.13211797,ANDERSON,966,14,16,43084.29039,55682335.85,1663
168,388,1380,400,1361,3,3,3,3,6,8,1864,PIERCETOWN,055,007,4371,44.49728594,35.47429263,ANDERSON,2327,18,24,116385.2417,478964799.6,3100
169,632,1802,660,1772,3,3,3,3,10,10,1857,POWDERSVILLE,121,007,4718,19.42108707,24.88573331,ANDERSON,3478,36,39,81645.94337,209046841.5,5048
170,207,777,202,780,3,3,3,3,8,8,1838,ROCK MILL,057,007,3034,32.42100185,25.05528097,ANDERSON,1299,12,11,82202.20099,348976759.5,1486
171,151,463,157,454,3,3,4,4,7,7,1878,ROCK SPRING,058,007,1368,17.53733789,19.69522552,ANDERSON,837,5,10,64616.7524,188770334,1172
172,109,504,111,499,3,3,4,4,7,7,1873,SHIRLEY'S STORE,061,007,774,35.99475377,37.72919878,ANDERSON,854,4,9,123783.213,387444305.1,1232
173,487,1540,498,1515,3,3,4,4,10,10,1861,SIMPSONVILLE,062,007,2885,24.98919881,34.10330804,ANDERSON,2845,27,42,111887.2698,268981497.3,4165
174,447,199,463,184,3,3,4,4,7,6,1908,SOUTH FANT,000,007,2011,6.009115305,12.82048601,ANDERSON,1334,13,9,42061.87785,64681578.82,2489
175,68,581,74,574,3,3,4,4,11,6,1841,STARR,063,007,2205,53.30252923,35.35859119,ANDERSON,871,9,13,116005.6446,573743649.6,1304
176,329,1575,349,1538,3,3,3,3,6,8,1855,THREE AND TWENTY,064,007,817,44.82717415,38.03799236,ANDERSON,2776,27,38,124796.3133,482515686.8,4138
177,84,463,90,452,3,3,4,4,7,7,1870,TONEY CREEK,065,007,2348,45.56963281,35.19956616,ANDERSON,773,3,8,115483.91,490507445.3,1140
178,367,1058,357,1071,3,3,3,3,6,9,1897,TOWN CREEK,165,007,1709,10.34665942,22.74994054,ANDERSON,1805,13,14,74638.76325,111370515.2,2162
179,112,488,123,479,3,3,3,3,8,8,1833,TOWNVILLE,066,007,2065,26.5205661,23.06264897,ANDERSON,858,8,8,75664.70749,285464997.7,1107
180,302,388,331,353,3,3,4,4,8,6,1850,VARENNES,086,007,3824,9.110350524,14.91247474,ANDERSON,1308,13,18,48925.34423,98062996.91,2297
181,231,1110,240,1098,3,3,4,4,10,7,1865,WEST PELZER,068,007,2024,18.42908099,20.72874514,ANDERSON,2033,21,25,68007.55802,198368976.9,3080
182,115,311,119,303,3,3,4,4,11,8,1839,WEST SAVANNAH,069,007,1248,57.57985577,43.80171689,ANDERSON,603,3,8,143706.1328,619784409.3,893
183,450,1928,475,1902,3,3,3,3,6,8,1863,WHITE PLAINS,070,007,1538,46.165193,42.28396283,ANDERSON,3367,40,40,138726.6347,496918001.8,4799
184,419,1249,448,1239,3,3,4,4,9,7,1867,WILLIAMSTON,071,007,1377,19.91984236,30.86656734,ANDERSON,2401,27,13,101268.063,214415398.7,3465
185,298,1570,334,1531,3,3,4,4,9,7,1868,WILLIAMSTON MILL,072,007,3310,19.65229426,27.08863476,ANDERSON,2968,35,35,88873.29588,211535534.9,5038
186,57,557,59,552,3,3,4,4,7,7,1902,WRIGHT'S SCHOOL,073,007,2813,60.5145919,45.11310677,ANDERSON,816,3,9,148008.5845,651373646.1,1193
187,47,97,49,91,6,6,40,40,90,91,369,COLSTON,001,009,307,69.90305871,38.97630979,BAMBERG,191,0,5,127874.7764,752430261.8,228
188,969,242,983,239,6,6,40,40,90,91,372,EAST DENMARK,004,009,3817,78.18719023,52.45862173,BAMBERG,2244,12,5,172107.9948,841599911.3,3078
189,81,160,80,158,6,6,40,40,90,91,370,EDISTO,002,009,445,104.9463019,62.34960448,BAMBERG,327,2,3,204558.6607,1129632592,410
190,220,294,220,294,6,6,40,40,90,91,371,EHRHARDT,003,009,1180,122.8827097,64.10173836,BAMBERG,756,3,2,210307.1199,1322698479,1013
191,70,39,72,37,6,6,40,40,90,91,373,GOVAN,005,009,400,61.1982823,36.06715937,BAMBERG,168,2,2,118330.3387,658732828.3,352
192,30,34,31,33,6,6,40,40,90,91,374,HIGHTOWER'S MILL,006,009,135,21.77673973,21.41801687,BAMBERG,89,0,0,70268.94367,234402875.7,111
193,72,85,76,80,6,6,40,40,90,91,375,HUNTER'S CHAPEL,007,009,293,44.2084987,32.27292052,BAMBERG,208,0,2,105882.0734,475856319.7,274
194,10,80,9,81,6,6,40,40,90,91,376,KEARSE,008,009,176,48.27307311,31.7976449,BAMBERG,111,0,0,104322.7733,519607034.5,187
195,10,90,11,89,6,6,40,40,90,91,377,LITTLE SWAMP,009,009,208,28.67863819,24.18950277,BAMBERG,143,1,2,79361.727,308694292.3,161
196,683,652,683,654,6,6,40,40,90,91,381,NORTH BAMBERG,013,009,3053,78.34039091,67.10576259,BAMBERG,2007,15,10,220162.8228,843248949.7,2664
197,95,134,93,137,6,6,40,40,90,91,378,OLAR,010,009,545,90.07062322,47.38687086,BAMBERG,343,2,1,155468.4255,969512119.6,497
198,1049,363,1072,344,6,6,40,40,90,91,379,SOUTH BAMBERG,011,009,3338,179.6192933,71.88607584,BAMBERG,2418,13,9,235846.2338,1933405982,2738
199,669,143,675,132,6,6,40,40,90,91,380,WEST DENMARK,012,009,2091,95.84990636,53.50462376,BAMBERG,1249,4,5,175539.7531,1031719806,1598
200,256,227,260,216,2,2,40,40,91,91,382,BARNWELL NO. 1,001,011,1350,46.45411736,38.64867294,BARNWELL,738,2,8,126799.8545,500027957.7,1275
201,406,690,419,665,2,6,40,40,91,91,383,BARNWELL NO. 2,002,011,2245,45.68966562,41.06177479,BARNWELL,1480,11,25,134716.8395,491799467.7,2430
202,494,727,492,725,2,6,40,40,91,91,384,BARNWELL NO. 3,003,011,2393,35.77394799,33.63101495,BARNWELL,1656,20,18,110337.7549,385067571.4,2223
203,578,383,586,381,2,2,40,40,91,91,385,BARNWELL NO. 4,004,011,2266,32.40936025,23.22360055,BARNWELL,1453,14,7,76192.76282,348851450.4,1888
204,436,210,435,209,2,6,40,40,91,91,386,BLACKVILLE NO. 1,005,011,1655,66.83205036,37.70591623,BARNWELL,943,2,3,123706.8268,719374203,1299
205,256,132,270,123,2,6,40,40,90,91,387,BLACKVILLE NO. 2,006,011,923,28.66903257,27.75418156,BARNWELL,567,9,6,91056.84402,308590898.3,769
206,188,248,191,243,2,6,40,40,91,91,388,ELKO,007,011,747,59.41652168,40.40883844,BARNWELL,547,1,3,132574.6641,639554116.6,695
207,38,455,38,447,2,2,40,40,90,91,397,FRIENDSHIP,008,011,1096,52.45116727,41.09447376,BARNWELL,622,2,9,134824.1193,564579665.7,987
208,454,163,462,152,2,6,40,40,91,91,390,HEALING SPRINGS,010,011,1333,94.88441613,48.54663098,BARNWELL,837,5,9,159273.4051,1021327355,1207
209,66,576,78,560,2,2,40,40,90,91,396,HILDA,011,011,1539,67.72494781,47.04681101,BARNWELL,841,6,8,154352.7458,728985271.2,1298
210,168,234,175,230,2,2,40,40,90,91,389,KLINE,009,011,844,142.3299029,69.75784799,BARNWELL,575,7,5,228863.8729,1532026324,792
211,397,474,401,459,2,2,40,40,91,91,391,SNELLING,012,011,1888,121.8392637,70.09055706,BARNWELL,1259,4,14,229955.436,1311466919,1665
212,0,0,0,0,2,2,40,40,91,91,395,SRS,016,011,8,493.2940076,104.60967,BARNWELL,0,0,0,343206.8923,5309772507,5
213,592,330,597,333,2,6,40,40,91,91,392,WILLISTON NO. 1,013,011,2108,76.47254676,41.96987635,BARNWELL,1358,17,11,137696.1693,823143642.7,1863
214,131,286,136,280,2,6,40,40,91,91,393,WILLISTON NO. 2,014,011,891,38.29286637,29.22484095,BARNWELL,580,6,8,95881.83234,412180983.3,825
215,247,345,251,345,2,6,40,40,91,91,394,WILLISTON NO. 3,015,011,1335,40.24645913,29.68279215,BARNWELL,831,3,2,97384.29392,433209280.7,1368
216,507,204,525,194,1,2,46,43,121,121,53,BEAUFORT 1,101,013,1878,4.375956191,14.36575242,BEAUFORT,1150,15,10,47131.63939,47102400.43,1606
217,432,380,427,388,1,2,46,43,124,121,55,BEAUFORT 2,102,013,1347,4.996531606,12.63494173,BEAUFORT,1193,12,7,41453.13798,53782218.6,1438
218,474,535,481,544,1,2,46,43,124,124,54,BEAUFORT 3,103,013,1505,4.862932861,11.3054871,BEAUFORT,1512,26,15,37091.41891,52344173.67,1932
219,584,1056,562,1088,1,2,46,46,120,120,59,BELFAIR,315,013,1957,11.15129215,18.53156219,BEAUFORT,2245,11,6,60798.96696,120031509.7,2568
220,595,635,617,631,1,2,46,46,118,120,84,BLUFFTON 1A,301,013,2393,6.619825075,16.80027468,BEAUFORT,1881,30,11,55118.90119,71255204.08,2885
221,272,456,281,453,1,2,46,46,120,120,46,BLUFFTON 1B,302,013,1734,4.06664102,9.66627983,BEAUFORT,1095,15,8,31713.45308,43772959.63,1769
222,462,792,474,780,1,2,46,46,120,120,47,BLUFFTON 1C,303,013,3006,59.26317439,40.81653197,BEAUFORT,2041,17,15,133912.2386,637903500.1,3263
223,552,507,564,496,1,2,46,46,118,120,81,BLUFFTON 1D,304,013,3456,4.790344582,11.09891424,BEAUFORT,1883,22,19,36413.6878,51562839.95,3776
224,368,414,390,388,1,2,46,46,120,120,60,BLUFFTON 2A,305,013,2078,1.550973452,7.049028367,BEAUFORT,1385,19,18,23126.68723,16694539.3,2380
225,432,560,462,522,1,2,46,46,118,118,92,BLUFFTON 2B,306,013,2258,2.78034268,6.913560499,BEAUFORT,1675,16,23,22682.23974,29927359.54,2351
226,844,1286,851,1275,1,2,45,46,118,120,82,BLUFFTON 2C,307,013,1361,43.12654637,38.28435846,BEAUFORT,2836,34,34,125604.5994,464210281.7,3831
227,607,1050,607,1051,1,2,46,46,118,118,79,BLUFFTON 2D,314,013,1050,4.772033492,11.19011527,BEAUFORT,2193,27,29,36712.90318,51365741.01,2976
228,644,397,659,386,1,2,46,46,118,120,83,BLUFFTON 2E,315,013,3132,4.748338458,11.71106281,BEAUFORT,1574,20,14,38422.04523,51110689.79,3197
229,267,595,266,594,1,2,46,46,120,123,58,BLUFFTON 3,309,013,1072,78.08903694,54.50160436,BEAUFORT,1137,9,13,178810.6803,840543398.1,1289
230,290,704,280,716,1,2,46,46,120,120,61,BLUFFTON 4A,310,013,1335,25.6353643,35.92725293,BEAUFORT,1300,6,6,117871.329,275936764.9,1384
231,488,808,499,787,1,2,46,46,120,118,88,BLUFFTON 4B,311,013,1601,4.772843755,14.3670251,BEAUFORT,1948,10,20,47135.81485,51374462.62,2308
232,655,1119,646,1149,1,2,46,46,118,118,87,BLUFFTON 4C,312,013,599,7.948849064,12.91707637,BEAUFORT,2332,16,8,42378.77473,85560699.24,3038
233,572,1039,563,1073,1,2,46,46,118,118,85,BLUFFTON 4D,317,013,1531,12.54341607,24.10379079,BEAUFORT,2123,23,10,79080.52028,135016206.9,2483
234,536,883,542,888,1,2,46,46,120,118,48,BLUFFTON 5A,313,013,1283,8.468596483,13.00504953,BEAUFORT,1926,17,13,42667.39999,91155213.89,2881
235,360,536,369,517,1,2,46,46,120,120,80,BLUFFTON 5B,318,013,1714,3.987399682,8.134126019,BEAUFORT,1399,7,14,26686.71178,42920012.97,1906
236,621,761,643,742,1,2,46,43,120,124,1,BURTON 1A,110,013,2773,9.935188989,16.86203885,BEAUFORT,2258,22,14,55321.53914,106941484.2,3780
237,646,159,675,141,1,2,45,45,121,121,2,BURTON 1B,111,013,2053,8.655696137,15.27706302,BEAUFORT,1422,16,8,50121.49759,93169137.81,2305
238,798,566,798,577,6,2,46,43,120,121,51,BURTON 1C,112,013,2602,18.78610841,24.14609764,BEAUFORT,2053,15,10,79219.32202,202211988.1,2843
239,192,192,203,183,6,2,45,45,120,121,50,BURTON 1D,179,013,3970,8.116185478,15.63852735,BEAUFORT,1109,19,16,51307.4018,87361893.41,3232
240,497,669,516,645,1,2,43,43,124,124,3,BURTON 2A,113,013,6385,69.39130902,39.02577159,BEAUFORT,1979,19,25,128037.0523,746921834,8096
241,566,697,599,671,1,2,43,43,124,124,4,BURTON 2B,114,013,3237,14.25630815,27.92589284,BEAUFORT,2152,34,24,91620.20008,153453623.8,3410
242,551,952,561,942,1,2,46,43,124,124,5,BURTON 2C,115,013,2526,10.52354361,14.50429223,BEAUFORT,2164,21,21,47586.16543,113274480.6,2785
243,213,138,221,127,1,2,45,45,121,121,52,BURTON 3,116,013,2396,28.32508855,30.66296054,BEAUFORT,703,4,4,100600.063,304888715.7,3109
244,531,876,493,926,1,2,46,46,120,120,89,CHECHESSEE 1,120,013,1576,133.0803326,75.05821176,BEAUFORT,1890,8,6,246253.4831,1432464778,1772
245,553,841,543,854,1,2,46,46,120,118,90,CHECHESSEE 2,121,013,1350,12.04859685,17.26049251,BEAUFORT,1981,18,18,56628.79916,129690017.1,2442
246,579,256,586,250,6,2,45,45,121,121,17,DALE LOBECO,160,013,1629,174.4339309,71.94212853,BEAUFORT,1222,8,3,236030.1334,1877591206,1448
247,125,214,122,215,1,2,46,46,123,120,27,DAUFUSKIE,200,013,416,53.28296923,44.23359576,BEAUFORT,448,3,1,145123.0554,573533107.5,557
248,610,737,618,744,1,2,46,46,123,123,40,HILTON HEAD 10,222,013,2143,9.82318874,20.19055858,BEAUFORT,1915,22,11,66241.8576,105735923.6,2663
249,401,538,392,547,1,2,46,46,123,123,41,HILTON HEAD 11,223,013,1382,3.210982145,9.717068386,BEAUFORT,1207,4,6,31880.08186,34562724.16,1505
250,245,312,238,324,1,2,46,46,123,123,42,HILTON HEAD 12,224,013,1161,4.95320103,10.61351281,BEAUFORT,878,3,1,34821.16662,53315812.16,969
251,345,421,348,421,1,2,46,46,123,123,71,HILTON HEAD 13,225,013,1604,34.75053185,25.67360637,BEAUFORT,1238,15,10,84230.82356,374051611.8,1196
252,309,474,300,496,1,2,46,46,123,123,43,HILTON HEAD 14,226,013,1085,39.89312864,32.48792062,BEAUFORT,1041,9,2,106587.4529,429406062.9,1050
253,198,247,192,258,1,2,46,46,123,123,44,HILTON HEAD 15A,227,013,668,2.240223824,6.332216997,BEAUFORT,598,3,0,20774.9486,24113568.56,588
254,316,433,282,466,1,2,46,46,123,123,45,HILTON HEAD 15B,228,013,897,6.827265827,13.90159148,BEAUFORT,971,2,4,45608.80471,73488077.76,936
255,462,449,479,428,1,2,46,46,123,123,28,HILTON HEAD 1A,201,013,1752,2.890224576,10.28017337,BEAUFORT,1425,15,15,33727.53545,31110118.42,2249
256,493,434,494,438,1,2,46,46,120,123,29,HILTON HEAD 1B,202,013,1870,6.779102412,15.62206325,BEAUFORT,1299,3,5,51253.38585,72969651.07,1923
257,515,542,527,529,1,2,46,46,123,123,76,HILTON HEAD 2A,203,013,2007,6.089526597,27.64938519,BEAUFORT,1650,9,8,90713.02457,65547118.77,2048
258,570,358,577,355,1,2,46,46,123,123,73,HILTON HEAD 2B,204,013,4080,17.49429549,28.42391508,BEAUFORT,1684,15,7,93254.12805,188307029.5,3809
259,531,851,517,883,1,2,46,46,123,123,75,HILTON HEAD 2C,205,013,1699,6.022379642,15.5493285,BEAUFORT,1743,11,5,51014.75524,64824354.96,1703
260,269,491,265,495,1,2,46,46,123,123,30,HILTON HEAD 3,206,013,860,3.06242451,7.599290651,BEAUFORT,954,1,3,24932.00608,32963663.08,1002
261,311,396,299,420,1,2,46,46,123,123,31,HILTON HEAD 4A,207,013,855,6.436057848,12.82206083,BEAUFORT,914,11,5,42067.04457,69277150.11,906
262,457,592,434,626,1,2,46,46,123,123,32,HILTON HEAD 4B,208,013,1140,2.483357572,9.766333082,BEAUFORT,1401,4,5,32041.71112,26730638.44,1300
263,359,475,354,489,1,2,46,46,123,123,33,HILTON HEAD 4C,209,013,1117,1.642126676,6.327381465,BEAUFORT,1105,8,5,20759.08402,17675704.43,1125
264,420,465,414,477,1,2,46,46,123,123,34,HILTON HEAD 4D,210,013,1139,2.874629659,9.777611621,BEAUFORT,1178,6,3,32078.71413,30942256.14,1140
265,376,465,360,487,1,2,46,46,123,123,35,HILTON HEAD 5A,211,013,1098,14.01718699,16.31450698,BEAUFORT,1108,8,7,53525.17832,150879745.1,1078
266,344,455,322,480,1,2,46,46,123,123,36,HILTON HEAD 5B,212,013,969,1.924269969,6.86451264,BEAUFORT,1016,6,1,22521.32189,20712669.57,975
267,295,445,300,453,1,2,46,46,123,123,72,HILTON HEAD 5C,213,013,1033,2.586976893,10.31497562,BEAUFORT,991,14,5,33841.71585,27845987.52,1041
268,451,667,428,706,1,2,46,46,123,123,37,HILTON HEAD 6,214,013,1314,41.91553531,33.22319665,BEAUFORT,1439,10,5,108999.771,451175067.1,1474
269,426,593,417,606,1,2,46,46,123,123,74,HILTON HEAD 7A,216,013,2063,46.33512433,28.99812348,BEAUFORT,1451,5,6,95138.01011,498747127.4,1608
270,454,696,452,699,1,2,46,46,123,123,38,HILTON HEAD 7B,217,013,1577,16.28927151,25.55321649,BEAUFORT,1574,9,10,83835.84443,175336259.2,1716
271,302,369,294,378,1,2,46,46,123,123,70,HILTON HEAD 8,219,013,1119,4.61334584,13.30909884,BEAUFORT,1009,4,2,43664.93511,49657641.35,1059
272,552,641,556,642,1,2,46,46,123,123,69,HILTON HEAD 9A,220,013,1921,4.155277019,10.73782515,BEAUFORT,1738,17,7,35229.01469,44727029.59,1878
273,351,769,317,816,1,2,46,46,123,123,39,HILTON HEAD 9B,221,013,1240,6.627510478,10.65536322,BEAUFORT,1534,8,2,34958.47084,71337929.07,1462
274,529,590,536,582,1,2,43,43,124,124,6,LADYS ISLAND 1A,130,013,2065,15.57661341,19.37408139,BEAUFORT,1710,20,17,63563.13202,167665271.3,2323
275,616,640,600,670,1,2,43,43,124,124,7,LADYS ISLAND 1B,131,013,1881,33.49857922,31.19517576,BEAUFORT,1687,16,9,102346.1725,360575705.8,2121
276,380,781,386,778,1,2,43,43,124,124,8,LADYS ISLAND 2A,132,013,2126,5.397272103,12.15653393,BEAUFORT,1694,24,21,39883.56175,58095753.41,2096
277,399,604,385,631,1,2,43,43,124,124,93,LADYS ISLAND 2B,133,013,1168,16.51642128,17.83455798,BEAUFORT,1369,11,1,58512.21231,177781279,1732
278,262,441,260,446,1,2,43,43,124,124,9,LADYS ISLAND 2C,186,013,1196,71.90093044,46.94006112,BEAUFORT,967,10,6,154002.5172,773935174.1,1336
279,320,479,318,485,1,2,43,43,124,124,10,LADYS ISLAND 3A,134,013,1101,14.28202352,22.56958447,BEAUFORT,1058,11,8,74047.04505,153730421.8,1138
280,336,624,334,640,1,2,43,43,124,124,11,LADYS ISLAND 3B,135,013,1262,6.201911129,11.02377817,BEAUFORT,1317,21,7,36167.17887,66756815.81,1738
281,278,454,288,446,1,2,43,43,124,124,56,LADYS ISLAND 3C,187,013,1771,5.318725964,16.55643098,BEAUFORT,1191,16,15,54318.89065,57250289.81,1568
282,535,772,525,785,1,2,46,46,120,120,78,MOSS CREEK,308,013,1587,6.778366716,12.61070668,BEAUFORT,1695,3,4,41373.62684,72961732.1,1677
283,246,406,257,394,1,2,43,43,124,124,12,MOSSY OAKS 1A,140,013,1522,2.819579927,7.785482839,BEAUFORT,1034,18,18,25542.87162,30349705.74,1447
284,322,500,332,497,1,2,43,43,124,124,13,MOSSY OAKS 1B,141,013,1648,2.813237914,9.772837842,BEAUFORT,1281,26,19,32063.05215,30281440.89,1624
285,351,422,362,415,1,2,43,43,124,124,14,MOSSY OAKS 2,142,013,1824,1.69743474,6.308017293,BEAUFORT,1238,17,13,20695.5534,18271035.48,1781
286,671,1159,702,1146,1,2,46,46,118,118,95,NEW RIVER,000,013,715,10.88789936,17.6935445,BEAUFORT,2554,36,12,58049.57059,117196373.3,4169
287,198,372,182,398,1,2,45,46,118,120,86,PALMETTO BLUFF,001,013,79,74.43286053,65.23608701,BEAUFORT,721,4,0,214028.7288,801188642.9,931
288,405,413,413,403,1,2,43,43,124,124,15,PORT ROYAL 1,150,013,1814,5.751388013,11.56104872,BEAUFORT,1295,12,9,37929.87401,61907425.35,1960
289,433,338,448,324,1,2,43,43,124,124,16,PORT ROYAL 2,151,013,2067,3.371264042,13.34009946,BEAUFORT,1474,16,14,43766.64297,36287984.13,2070
290,465,992,459,995,1,2,46,46,120,120,91,ROSE HILL,316,013,1718,5.984467546,14.77991642,BEAUFORT,1917,11,13,48490.44246,64416272.56,2053
291,746,167,757,159,1,2,43,43,121,121,22,SAINT HELENA 1A,180,013,1991,37.64113354,44.9986642,BEAUFORT,1394,11,9,147633.1175,405165789.4,1651
292,747,254,765,245,1,2,43,43,121,121,23,SAINT HELENA 1B,181,013,1782,130.7683974,62.97803665,BEAUFORT,1441,9,4,206620.4419,1407579315,1663
293,508,686,478,732,1,2,43,43,124,124,24,SAINT HELENA 1C,182,013,1234,13.88189868,19.97525704,BEAUFORT,1578,12,2,65535.48914,149423513.8,1396
294,599,374,604,365,1,2,43,43,121,124,57,SAINT HELENA 2A,183,013,1833,44.01273209,37.02416185,BEAUFORT,1375,10,16,121470.1043,473749105.4,1556
295,683,227,687,225,1,2,43,43,121,121,25,SAINT HELENA 2B,183,013,1923,54.44136364,38.67292837,BEAUFORT,1384,4,5,126879.4325,586001961.2,1756
296,337,540,328,549,1,2,43,43,121,121,26,SAINT HELENA 2C,185,013,718,369.8690433,95.82372263,BEAUFORT,1251,5,4,314381.6633,3981237248,1192
297,386,442,419,413,1,2,46,46,118,120,94,SANDY POINTE,003,013,2280,2.274840312,6.216574586,BEAUFORT,1457,19,14,20395.54512,24486177.33,2470
298,388,321,402,301,1,2,45,45,121,121,49,SEABROOK 1,161,013,1954,10.95418485,16.93158219,BEAUFORT,1226,8,9,55549.69922,117909864.4,2057
299,449,204,455,195,6,2,45,45,121,121,18,SEABROOK 2,162,013,1401,20.91949572,33.46189027,BEAUFORT,988,7,6,109782.885,225175577.9,1196
300,520,382,519,370,6,2,45,45,121,121,19,SEABROOK 3,163,013,2442,32.52129907,45.63047143,BEAUFORT,1414,4,16,149705.9717,350056349.8,2161
301,435,354,437,359,6,2,45,45,121,121,20,SHELDON 1,170,013,1368,122.2187593,63.26100606,BEAUFORT,1156,12,6,207548.8174,1315551777,1434
302,466,68,474,61,6,2,45,45,121,121,21,SHELDON 2,171,013,1272,113.8143221,72.8944482,BEAUFORT,853,4,3,239154.5355,1225087167,1100
303,541,702,516,725,1,2,46,46,118,118,62,SUN CITY 1,360,013,1104,2.467628,7.425022282,BEAUFORT,1601,5,4,24360.2606,26561326.73,1417
304,414,540,406,560,1,2,46,46,118,118,63,SUN CITY 2,362,013,1684,2.632532268,6.684256411,BEAUFORT,1298,11,3,21929.93124,28336341.5,1148
305,585,803,579,815,1,2,46,46,118,118,64,SUN CITY 3,363,013,1151,1.858632842,6.38001532,BEAUFORT,1840,11,8,20931.76693,20006157.41,1662
306,473,653,471,667,1,2,46,46,118,118,65,SUN CITY 4,361,013,1148,2.072807794,6.165154321,BEAUFORT,1491,14,5,20226.8438,22311517.4,1336
307,515,751,513,765,1,2,46,46,118,118,66,SUN CITY 5,364,013,1386,1.854735399,6.141908782,BEAUFORT,1574,7,4,20150.57906,19964205.68,1463
308,501,664,491,682,1,2,46,46,118,118,67,SUN CITY 6,365,013,1661,1.830658223,6.431150552,BEAUFORT,1479,8,7,21099.5331,19705041.12,1345
309,416,546,412,551,1,2,46,46,118,118,68,SUN CITY 7,366,013,1129,3.028437847,9.151096179,BEAUFORT,1312,4,5,30023.22138,32597833.69,1222
310,540,614,534,620,1,2,46,46,118,118,77,SUN CITY 8,367,013,2211,4.460223391,13.55803407,BEAUFORT,1746,8,10,44481.65011,48009445.02,2685
311,379,285,390,276,6,7,32,32,102,102,2015,ALVIN,001,015,3024,103.9766312,52.25188781,BERKELEY,951,9,9,171429.7353,1119195143,1230
312,18,172,15,170,6,7,37,37,100,100,1926,BETHERA,002,015,2011,134.1912759,72.48067252,BERKELEY,244,0,6,237797.0064,1444422872,350
313,458,422,479,409,1,1,37,37,117,15,2005,BEVERLY HILLS,054,015,2114,3.497230856,10.15167103,BERKELEY,1418,21,18,33305.94069,37643879.64,2179
314,326,609,340,589,1,7,37,37,102,100,1927,BONNEAU,003,015,309,49.8778728,41.6345958,BERKELEY,1385,7,14,136596.1697,536880954.6,1892
315,246,912,255,880,1,7,37,37,100,100,1928,BONNEAU BEACH,004,015,1819,37.27936009,25.12539047,BERKELEY,1697,6,30,82432.21858,401271692.4,2100
316,859,667,887,638,1,1,37,37,117,15,2014,BOULDER BLUFF,087,015,1625,2.497708529,7.868300191,BERKELEY,2329,32,38,25814.58154,26885110.86,3803
317,5,33,5,33,6,7,37,37,15,100,1987,BUSHY PARK,088,015,702,39.0408953,48.11256481,BERKELEY,48,0,0,157849.3064,420232699.6,42
318,655,279,670,271,6,7,37,37,102,100,1977,CAINHOY,007,015,2157,153.4686616,81.66631942,BERKELEY,1288,6,4,267933.583,1651922925,1522
319,939,1198,1012,1141,1,7,44,44,100,61,2003,CANE BAY,065,015,1329,5.858861018,11.97153536,BERKELEY,2894,73,51,39276.61225,63064255.14,5038
320,606,944,594,965,1,7,44,44,100,61,1996,CANE BAY EAST,089,015,940,4.574724065,13.18095591,BERKELEY,1838,12,14,43244.5195,49241920.02,1877
321,443,742,454,730,1,7,37,37,100,100,2008,CANE BAY NORTH,090,015,1912,10.18451094,15.89848152,BERKELEY,1382,17,13,52160.26813,109625163.4,2008
322,548,800,565,770,1,7,44,44,100,61,2010,CANE BAY SOUTH,091,015,1716,2.259634748,8.697692036,BERKELEY,1853,27,42,28535.67796,24322506,3131
323,149,795,166,766,1,7,44,44,117,100,2012,CARNES CROSS ROADS 1,008,015,1142,35.61515971,33.48592972,BERKELEY,1459,10,26,109861.7544,383358388.5,2474
324,271,531,277,524,1,1,44,44,92,61,1980,CARNES CROSS ROADS 2,009,015,67,11.25039754,15.61548444,BERKELEY,1010,16,14,51231.80187,121098271.2,1460
325,824,883,856,852,1,7,44,44,117,15,1929,CENTRAL,005,015,2069,4.777041401,11.56780521,BERKELEY,2506,40,39,37952.04094,51419645.7,3890
326,517,402,522,399,1,7,44,44,117,61,1998,COBBLESTONE,092,015,2321,2.728902531,7.836128788,BERKELEY,1449,14,14,25709.03253,29373662.38,3345
