PSN,unshared,area,pop,voteA,voteB,Cong2011,Sen2011,House2011,CongLWV,CongRuoff,SenLWV,HouseLWV,CongDraft,CongDrft2H,CongDrft3H,CongDrft2S,SenDraft,HouseDraft,HouseDrft2,HouseNAACP,county
1008,0,2.225620655,1788,333,524,4,6,20,4,4,6,20,4,4,4,4,6,20,20,20,GREENVILLE
1009,0,3.531891011,3597,828,1455,4,12,21,4,4,5,21,4,4,4,4,12,21,21,21,GREENVILLE
1010,0,8.190819353,2657,738,182,4,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1011,0,18.9510993,4104,509,1652,4,5,18,4,4,5,18,4,4,4,4,5,18,18,18,GREENVILLE
1012,0,4.179997484,3090,638,520,4,7,24,4,4,7,24,4,4,4,3,7,23,23,23,GREENVILLE
1013,0,12.41898411,4410,874,1585,4,12,35,4,4,5,35,4,4,4,3,13,35,35,21,GREENVILLE
1014,0,8.392288329,2355,309,1066,4,5,18,4,4,5,18,4,4,4,4,5,18,18,17,GREENVILLE
1015,0,8.81501284,3467,870,837,4,7,28,4,4,7,62,4,4,4,3,7,28,28,28,GREENVILLE
1016,0,19.8083683,3930,484,1655,4,5,17,4,4,5,19,4,4,4,4,5,17,17,17,GREENVILLE
1017,0,2.583489075,3455,745,944,4,8,20,4,4,6,20,4,4,4,4,6,20,20,20,GREENVILLE
1018,0,2.334526111,2313,499,1050,4,8,20,4,4,6,20,4,4,4,4,6,22,22,20,GREENVILLE
1019,0,25.20786822,2250,652,203,4,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1020,0,5.299778314,2632,568,908,4,8,22,4,4,8,22,4,4,4,4,8,22,22,24,GREENVILLE
1021,0,152.6639944,3829,275,1492,3,9,28,3,3,9,28,3,3,3,3,9,28,28,10,GREENVILLE
1022,0,3.008809518,3795,701,1158,4,6,20,4,4,6,20,4,4,4,4,6,20,20,20,GREENVILLE
1023,0,34.97567888,3543,375,1360,4,6,17,3,4,6,17,4,4,4,4,6,17,17,17,GREENVILLE
1024,0,4.016357703,3234,593,1130,4,6,20,4,4,6,20,4,4,4,4,5,20,20,20,GREENVILLE
1025,0,5.609819103,4688,1040,1348,4,6,19,4,4,6,19,4,4,4,4,6,19,19,19,GREENVILLE
1026,0,2.622239767,2321,431,466,4,12,22,4,4,5,21,4,4,4,3,8,22,22,22,GREENVILLE
1027,0,61.7802395,3047,303,1229,3,9,28,3,3,9,28,3,3,3,3,9,28,28,10,GREENVILLE
1028,0,10.1999056,5157,1219,1355,3,8,16,3,3,9,16,3,3,3,3,8,16,16,16,GREENVILLE
1029,0,9.866794612,2728,375,685,3,8,16,3,3,9,16,3,3,3,3,8,16,16,16,GREENVILLE
1030,0,6.119287966,2680,410,1263,4,5,18,4,4,5,18,4,4,4,4,5,18,18,18,GREENVILLE
1031,0,5.984061217,2213,326,971,4,5,18,4,4,5,18,4,4,4,4,5,18,18,17,GREENVILLE
1032,0,12.75895692,5893,820,1371,4,6,19,3,4,6,19,4,4,4,4,6,19,19,17,GREENVILLE
1033,0,75.33311121,2810,331,1300,4,5,18,4,4,5,17,4,4,4,4,5,17,17,18,GREENVILLE
1034,0,10.1277836,4167,907,1375,4,12,21,4,4,5,21,4,4,4,4,12,21,21,21,GREENVILLE
1035,0,4.76250806,2277,472,970,4,13,27,4,4,8,27,4,4,4,3,8,16,16,27,GREENVILLE
1036,0,4.24739143,2388,625,736,4,7,27,4,4,7,62,4,4,4,3,7,27,27,28,GREENVILLE
1037,0,2.338114451,2198,624,837,4,6,22,4,4,6,22,4,4,4,3,6,22,22,22,GREENVILLE
1038,0,3.250226258,4258,1188,762,4,7,23,4,4,7,23,4,4,4,3,7,23,23,23,GREENVILLE
1039,0,2.596136154,2879,1039,102,4,7,23,4,4,7,23,4,4,4,3,7,23,23,23,GREENVILLE
1040,0,2.477376973,2502,713,916,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1041,0,1.883540637,2107,565,839,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1042,0,1.468763932,2136,481,805,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1043,0,3.68041146,3488,1217,272,4,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1044,0,2.008988268,1610,442,635,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1045,0,1.005237781,1793,568,570,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1046,0,3.235072317,3046,679,1163,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1047,0,5.719735355,2783,516,1212,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1048,0,14.4492858,7307,1627,1443,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1049,0,1.603649157,3400,612,479,4,6,23,4,4,8,24,4,4,4,4,6,23,23,22,GREENVILLE
1050,0,3.2330218,3075,914,410,4,7,23,4,4,7,22,4,4,4,3,7,23,23,23,GREENVILLE
1051,0,1.999966436,2999,236,593,4,6,22,4,4,6,22,4,4,4,3,6,22,22,22,GREENVILLE
1052,0,1.06918948,1588,406,264,4,7,23,4,4,7,22,4,4,4,3,7,23,23,22,GREENVILLE
1053,0,10.30925583,3740,1045,261,4,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1054,0,3.357292653,3338,1097,967,4,6,22,4,4,6,22,4,4,4,3,6,22,22,22,GREENVILLE
1055,0,3.591314208,4465,1162,475,4,7,23,4,4,7,22,4,4,4,3,7,23,23,23,GREENVILLE
1056,0,2.764153481,3722,1368,693,4,7,23,4,4,7,22,4,4,4,3,7,23,23,23,GREENVILLE
1057,0,2.090377571,1326,252,48,4,7,23,4,4,7,23,4,4,4,3,7,23,23,23,GREENVILLE
1058,0,2.888041555,4509,1152,389,4,7,23,4,4,7,23,4,4,4,3,7,23,23,23,GREENVILLE
1059,0,4.095772768,4567,1614,659,4,7,23,4,4,7,23,4,4,4,3,7,23,23,23,GREENVILLE
1060,0,18.20009039,3512,681,476,3,7,25,4,4,7,25,4,3,4,3,7,25,25,25,GREENVILLE
1061,0,4.763836204,3560,769,1256,4,8,27,4,4,8,27,4,4,4,3,8,27,27,27,GREENVILLE
1062,0,2.651524341,1813,360,716,4,8,27,4,4,8,62,4,4,4,3,8,35,35,27,GREENVILLE
1063,0,231.7735157,2193,410,1027,4,5,17,3,3,2,17,4,4,4,4,5,17,17,18,GREENVILLE
1064,0,3.413728966,4034,864,1207,4,13,35,4,4,13,35,4,4,4,3,13,35,35,16,GREENVILLE
1065,0,5.438222482,5479,920,769,4,7,19,4,4,7,23,4,4,4,4,6,19,19,19,GREENVILLE
1066,0,8.512656351,3436,611,1269,4,5,18,4,4,5,18,4,4,4,4,5,18,18,17,GREENVILLE
1067,0,6.482892073,3942,724,870,4,6,19,4,4,6,19,4,4,4,4,6,19,19,19,GREENVILLE
1068,0,6.170928895,2122,242,999,4,5,18,4,4,5,18,4,4,4,4,5,18,18,17,GREENVILLE
1069,0,4.997814532,2484,567,906,3,9,28,3,3,9,28,3,3,3,3,9,28,28,28,GREENVILLE
1070,0,4.483302521,4336,578,953,4,5,36,4,4,5,18,4,4,4,4,5,21,21,35,GREENVILLE
1071,0,54.09581381,2888,324,1153,4,5,17,3,3,5,17,4,4,4,4,5,17,17,18,GREENVILLE
1072,0,5.463136433,2970,775,716,4,7,24,4,4,7,25,4,4,4,3,7,24,24,28,GREENVILLE
1073,0,9.312457285,6409,1342,1539,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1074,0,3.355562994,3409,1077,686,4,7,27,4,4,7,62,4,4,4,3,7,27,27,28,GREENVILLE
1075,0,6.599054384,4642,1016,1327,4,8,27,4,4,8,62,4,4,4,3,8,27,27,27,GREENVILLE
1076,0,6.262500791,4817,1058,1017,4,8,24,4,4,8,24,4,4,4,3,8,24,24,24,GREENVILLE
1077,0,3.576531901,2930,818,828,4,8,27,4,4,8,62,4,4,4,3,8,27,27,27,GREENVILLE
1078,0,2.330622074,2654,636,863,4,8,27,4,4,8,62,4,4,4,3,8,27,27,27,GREENVILLE
1079,0,5.024615758,3421,763,1240,4,8,22,4,4,8,22,4,4,4,4,8,22,22,22,GREENVILLE
1080,0,4.286557405,5928,644,574,4,6,19,4,4,6,23,4,4,4,4,7,19,19,19,GREENVILLE
1081,0,9.393075162,5570,1536,1571,3,9,28,3,3,9,28,4,3,4,3,9,28,28,28,GREENVILLE
1082,0,9.352128599,2803,470,1341,4,6,20,4,4,6,19,4,4,4,4,6,20,20,17,GREENVILLE
1083,0,40.50860283,3378,273,1504,4,5,17,4,4,5,17,4,4,4,4,5,17,17,18,GREENVILLE
1084,0,8.118039909,4058,844,217,3,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1085,0,3.777238832,4822,1102,1649,4,8,28,4,3,8,28,3,4,3,3,9,28,28,28,GREENVILLE
1086,0,2.28207885,2740,557,1007,4,6,20,4,4,6,20,4,4,4,4,6,20,20,20,GREENVILLE
1087,0,6.86572805,3861,834,1604,4,12,21,4,4,5,21,4,4,4,3,12,21,21,21,GREENVILLE
1088,0,20.53652431,4570,525,2007,4,5,18,4,4,5,18,4,4,4,4,5,18,18,18,GREENVILLE
1089,0,3.573142722,2924,651,766,4,8,21,4,4,6,21,4,4,4,4,6,21,21,22,GREENVILLE
1090,0,10.93564614,1705,359,776,4,6,19,4,4,6,19,4,4,4,4,6,20,20,17,GREENVILLE
1091,0,4.026887387,2799,510,1174,4,6,20,4,4,6,20,4,4,4,4,6,20,20,20,GREENVILLE
1092,0,6.677261031,1570,300,616,4,12,21,4,4,5,21,4,4,4,3,12,21,21,21,GREENVILLE
1093,0,26.58217972,5218,794,1181,3,9,25,3,3,9,28,3,3,3,3,9,25,25,10,GREENVILLE
1094,0,21.52759161,1985,209,743,3,9,28,3,3,9,28,3,3,3,3,9,16,16,10,GREENVILLE
1095,0,5.478226744,4944,886,1279,4,6,19,4,4,6,19,4,4,4,4,6,19,19,19,GREENVILLE
1096,0,14.46279379,5224,1077,1394,3,9,28,3,3,9,27,3,3,3,3,9,16,16,28,GREENVILLE
1097,0,9.52547573,4300,1302,841,4,7,28,4,4,7,62,4,4,4,3,7,28,28,28,GREENVILLE
1098,0,34.83888515,4524,885,923,3,7,28,3,3,7,28,3,3,3,3,7,28,28,25,GREENVILLE
1099,0,3.580159389,4074,855,1007,4,5,18,4,4,5,21,4,4,4,4,6,21,21,20,GREENVILLE
1100,0,2.93379947,3213,665,1398,4,8,35,4,4,8,62,4,4,4,3,8,35,35,27,GREENVILLE
1101,0,3.764538394,3984,750,988,4,8,22,4,4,8,22,4,4,4,4,6,22,22,22,GREENVILLE
1102,0,5.540805688,3075,701,788,4,8,24,4,4,8,21,4,4,4,3,8,24,24,24,GREENVILLE
1103,0,3.861743886,2152,483,1018,4,12,22,4,4,5,21,4,4,4,3,12,22,22,21,GREENVILLE
1104,0,2.839245161,2245,852,135,4,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1105,0,6.735071951,2296,490,647,4,6,19,4,4,6,19,4,4,4,4,2,19,19,19,GREENVILLE
1106,0,28.87797293,4745,609,2181,4,5,17,4,4,5,17,4,4,4,4,5,17,17,18,GREENVILLE
1107,0,6.014197796,3694,643,1330,4,6,20,4,4,6,19,4,4,4,4,6,20,20,20,GREENVILLE
1108,0,3.785076132,2967,637,1192,4,6,21,4,4,5,21,4,4,4,4,6,21,21,20,GREENVILLE
1109,0,8.0916314,4067,780,1154,4,8,27,4,4,8,27,4,4,4,3,8,27,27,27,GREENVILLE
1110,0,5.236136166,3107,626,838,4,8,27,4,3,8,27,4,4,4,3,8,27,27,28,GREENVILLE
1111,0,4.591946848,3685,628,1230,4,8,27,4,4,8,27,4,4,4,3,8,27,27,27,GREENVILLE
1112,0,1.921340813,3140,651,712,4,8,27,4,3,8,27,4,4,4,3,8,27,27,27,GREENVILLE
1113,0,8.921595188,3783,1003,861,3,8,16,3,4,8,27,4,4,4,3,8,27,27,16,GREENVILLE
1114,0,5.265390308,3936,840,1064,4,8,27,4,3,8,27,4,4,4,3,8,27,27,27,GREENVILLE
1115,0,56.08233175,4056,244,1788,4,5,18,4,4,5,18,4,4,4,4,5,18,18,18,GREENVILLE
1116,0,100.0102013,5430,399,1725,4,5,17,3,3,2,17,4,4,4,4,5,17,17,18,GREENVILLE
1117,0,6.723557347,3356,935,792,4,7,25,4,4,7,25,4,4,4,3,7,25,25,25,GREENVILLE
1118,0,4.236906029,3721,753,1173,4,12,21,4,4,5,62,4,4,4,3,13,35,35,21,GREENVILLE
1119,0,1.808860787,3337,719,729,4,6,22,4,4,8,22,4,4,4,4,6,22,22,22,GREENVILLE
1120,0,3.813651784,2507,606,795,4,9,28,4,4,9,28,4,4,4,3,8,28,28,28,GREENVILLE
1121,0,5.784586778,3525,639,961,4,5,18,4,4,5,20,4,4,4,4,5,18,18,17,GREENVILLE
1122,0,2.863819323,2677,599,1054,4,12,21,4,4,8,62,4,4,4,3,8,21,21,21,GREENVILLE
1123,0,9.029571713,5075,962,1514,4,5,18,4,4,5,18,4,4,4,4,5,18,18,35,GREENVILLE
1124,0,2.604950917,2958,570,1302,4,12,21,4,4,5,21,4,4,4,4,6,21,21,21,GREENVILLE
1125,0,21.2519876,4421,566,1116,4,6,19,4,4,6,19,4,4,4,4,6,19,19,19,GREENVILLE
1126,0,13.31999555,4357,781,1672,3,8,16,4,4,8,27,3,4,3,3,8,16,16,16,GREENVILLE
1127,0,10.09139518,4775,886,647,4,7,25,4,4,7,25,4,4,4,3,7,10,10,23,GREENVILLE
1128,0,6.335356093,3650,669,768,4,5,18,4,4,5,18,4,4,4,4,5,18,18,17,GREENVILLE
1129,0,4.818741105,5118,887,1450,4,12,21,4,4,6,21,4,4,4,4,12,21,21,21,GREENVILLE
1130,0,171.0847862,4784,462,1787,4,5,17,4,4,5,17,4,4,4,4,5,17,17,18,GREENVILLE
1131,0,3.893479989,3420,758,1154,4,6,22,4,4,6,22,4,4,4,4,6,22,22,22,GREENVILLE
1132,0,4.920915657,4337,712,829,4,5,18,4,4,5,18,4,4,4,4,5,18,18,35,GREENVILLE
1133,0,8.249537204,3695,726,1158,4,6,17,3,4,6,17,4,4,4,4,6,17,17,17,GREENVILLE
1134,0,8.085176612,2619,373,870,4,6,17,3,4,6,17,4,4,4,4,6,17,17,17,GREENVILLE
1135,0,29.75268598,3582,442,1527,4,5,17,3,3,5,17,4,4,4,4,5,17,17,18,GREENVILLE
1136,0,2.762617117,2462,434,525,4,5,18,4,4,5,18,4,4,4,4,5,18,18,35,GREENVILLE
1137,0,15.22244897,3123,671,1154,3,9,28,3,3,9,28,3,3,3,3,9,28,28,28,GREENVILLE
1138,0,5.69304965,4440,584,970,4,6,20,4,4,6,20,4,4,4,4,6,20,20,20,GREENVILLE
1139,0,29.8194529,8550,1615,2863,3,13,35,4,4,13,16,3,3,3,3,13,16,16,16,GREENVILLE
1140,0,53.5848854,3160,357,1185,3,9,28,3,3,9,28,3,3,3,3,9,28,28,10,GREENVILLE
1141,0,3.50101657,4589,740,490,4,7,24,4,4,7,25,4,4,4,3,7,10,10,23,GREENVILLE
1142,0,2.487231532,2137,459,825,4,6,22,4,4,6,20,4,4,4,4,6,22,22,20,GREENVILLE
1143,0,11.32761628,3693,483,717,4,6,10,4,4,7,19,4,4,4,4,7,5,5,19,GREENVILLE
1144,0,5.017666972,5107,617,766,4,6,10,4,4,6,23,4,4,4,4,7,5,5,19,GREENVILLE
1145,0,25.80614731,4225,1087,945,3,7,25,3,3,7,25,3,3,3,3,7,25,25,25,GREENVILLE
1146,0,3.352592503,3493,746,1306,4,8,24,4,4,8,62,4,4,4,3,8,35,35,24,GREENVILLE
1147,0,9.217520972,1700,250,509,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1148,0,72.31252692,1154,186,469,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1149,0,19.49922934,1709,271,742,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1150,0,2.731199153,1200,280,88,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1151,0,2.118324278,2229,601,31,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1152,0,3.249237836,1559,249,520,3,4,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1153,0,55.96277723,315,61,106,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1154,0,146.3994644,1448,172,510,3,10,13,3,3,10,13,3,3,3,2,10,13,13,12,GREENWOOD
1155,0,21.28128989,2025,522,344,3,10,13,3,3,10,12,3,3,3,2,10,12,12,13,GREENWOOD
1156,0,41.81663254,1437,410,345,3,10,14,3,3,10,13,3,3,3,2,10,13,13,11,GREENWOOD
1157,0,43.16875036,1605,190,788,3,10,14,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1158,0,4.089063518,1032,371,82,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1159,0,2.670553465,710,107,315,3,4,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1160,0,85.1596717,1004,102,377,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1161,0,2.353152631,2396,447,229,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1162,0,2.312053391,1570,293,433,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1163,0,11.77925627,1243,387,188,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1164,0,4.80161007,928,134,423,3,4,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1165,0,13.52985576,1271,166,496,3,10,14,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1166,0,2.974867068,1491,435,375,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1167,0,4.277029623,1381,279,437,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1168,0,2.098780661,1192,165,397,3,4,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1169,0,6.347450102,1061,220,364,3,4,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1170,0,74.70599796,1941,236,787,3,4,13,3,3,10,13,3,3,3,2,10,13,13,11,GREENWOOD
1171,0,1.818913261,1889,321,204,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1172,0,59.52055227,1824,308,518,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1173,0,15.87376693,1741,286,261,3,10,12,3,3,10,12,3,3,3,2,10,12,12,13,GREENWOOD
1174,0,3.914701137,3385,437,439,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1175,0,1.614177489,1765,343,69,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1176,0,40.29521873,1361,195,818,3,10,14,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1177,0,3.614267717,1199,254,85,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1178,0,3.621721328,994,120,517,3,4,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1179,0,1.417861912,1245,263,363,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1180,0,2.474895687,1998,308,200,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1181,0,6.892669874,1437,210,558,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1182,0,19.30292948,1613,281,361,3,10,13,3,3,10,12,3,3,3,2,10,12,12,13,GREENWOOD
1183,0,31.00184381,1317,268,360,3,10,13,3,3,10,13,3,3,3,2,10,12,12,13,GREENWOOD
1184,0,1.613200291,1198,87,432,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1185,0,1.797534231,1706,298,340,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1186,0,4.744348329,1255,270,350,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1187,0,2.166607886,1401,271,401,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1188,0,23.26688893,344,57,112,3,10,13,3,3,10,13,3,3,3,2,10,13,13,11,GREENWOOD
1189,0,26.27753096,1176,177,398,3,10,13,3,3,10,13,3,3,3,2,10,13,13,11,GREENWOOD
1190,0,163.0875935,945,80,415,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1191,0,26.44566746,505,56,179,3,4,13,3,3,10,13,3,3,3,2,10,13,13,11,GREENWOOD
1192,0,13.1394809,1679,207,888,3,4,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1193,0,21.62079076,1145,135,610,3,10,13,3,3,10,13,3,3,3,2,10,13,13,13,GREENWOOD
1194,0,40.78403251,216,32,84,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1195,0,41.85039897,1211,393,365,3,10,12,3,3,10,12,3,3,3,2,10,12,12,12,GREENWOOD
1196,0,8.255389075,1201,183,220,3,10,13,3,3,10,13,3,3,3,2,10,13,13,11,GREENWOOD
1197,0,37.42221478,319,60,133,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1198,0,72.64278205,1023,173,386,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1199,0,80.76917616,897,195,258,6,40,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1200,0,96.65856344,789,186,215,6,40,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1201,0,131.7560071,1025,313,249,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1202,0,88.37708834,587,185,119,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1203,0,331.9059013,4109,1263,305,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1204,0,75.40939195,431,184,82,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1205,0,93.90673945,211,96,16,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1206,0,46.17094142,393,207,25,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1207,0,34.75922073,1632,394,354,6,40,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1208,0,37.54467734,1982,546,566,6,40,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1209,0,61.17379242,418,37,173,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1210,0,29.59121419,117,4,79,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1211,0,51.38301547,103,28,20,6,40,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1212,0,45.34453834,479,221,32,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1213,0,70.91449361,2675,866,481,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1214,0,71.67062678,1371,486,246,6,45,122,2,2,45,122,6,2,6,6,45,122,122,122,HAMPTON
1215,0,52.85190536,3879,379,1040,7,28,105,7,7,28,105,7,7,7,7,28,105,105,60,HORRY
1216,0,34.30499161,1175,104,417,7,28,105,7,7,28,105,7,7,7,7,30,105,105,60,HORRY
1217,0,2.881541776,246,87,20,7,28,104,7,7,28,104,7,7,7,7,28,56,56,104,HORRY
1218,0,47.99557699,3011,287,1150,7,30,58,7,7,28,57,7,7,7,7,30,58,58,60,HORRY
1219,0,91.57798034,2252,335,628,7,28,57,7,7,28,105,7,7,7,7,30,57,57,60,HORRY
1220,0,17.77775666,4354,977,1691,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1221,0,19.1192785,1727,371,627,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1222,0,46.57709062,2844,224,999,7,32,58,7,7,32,58,7,7,7,7,32,58,58,58,HORRY
1223,0,4.173893417,2897,640,1287,7,34,106,7,7,35,106,7,7,7,7,34,106,106,106,HORRY
1224,0,9.851713147,6129,930,2073,7,34,106,7,7,35,108,7,7,7,7,34,106,106,106,HORRY
1225,0,5.672201311,2697,904,1973,7,34,106,7,7,35,108,7,7,7,7,34,106,106,106,HORRY
1226,0,4.045492479,2435,514,1055,7,34,106,7,7,35,106,7,7,7,7,34,106,106,106,HORRY
1227,0,6.7676282,3534,633,1365,7,33,56,7,7,33,50,7,7,7,7,28,56,56,56,HORRY
1228,0,10.13933097,4796,813,1338,7,33,56,7,7,33,50,7,7,7,7,28,56,56,105,HORRY
1229,0,20.48634987,3046,616,917,7,33,56,7,7,33,50,7,7,7,7,28,56,56,105,HORRY
1230,0,68.28080696,1609,105,520,7,28,58,7,7,28,57,7,7,7,7,32,58,58,58,HORRY
1231,0,76.73031043,3035,368,1140,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1232,0,13.77374693,1554,520,1174,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1233,0,4.450333309,4770,389,474,7,33,105,7,7,33,58,7,7,7,7,33,61,61,58,HORRY
1234,0,9.959495644,1778,524,90,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1235,0,7.383569019,3667,509,230,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1236,0,23.54864577,819,62,261,7,30,58,7,7,28,57,7,7,7,7,28,58,58,60,HORRY
1237,0,15.8563284,2463,427,913,7,28,104,7,7,28,104,7,7,7,7,28,104,104,104,HORRY
1238,0,49.43698231,2329,225,726,7,28,105,7,7,28,105,7,7,7,7,28,105,105,105,HORRY
1239,0,5.65675465,4572,743,1418,7,34,106,7,7,35,68,7,7,7,7,34,106,106,106,HORRY
1240,0,123.7965482,1990,90,687,7,28,58,7,7,28,57,7,7,7,7,30,58,58,60,HORRY
1241,0,60.65296593,2167,516,601,7,28,56,7,7,28,56,7,7,7,7,28,105,105,105,HORRY
1242,0,26.89867022,3552,744,2005,7,33,107,7,7,33,107,7,7,7,7,33,107,107,107,HORRY
1243,0,37.93495798,2274,512,1195,7,33,107,7,7,28,56,7,7,7,7,28,107,107,107,HORRY
1244,0,5.63638703,1246,352,464,7,28,107,7,7,28,56,7,7,7,7,28,107,107,107,HORRY
1245,0,22.21489773,1707,371,691,7,33,105,7,7,33,56,7,7,7,7,33,105,105,105,HORRY
1246,0,64.36841823,4339,696,1274,7,28,105,7,7,28,105,7,7,7,7,30,105,105,57,HORRY
1247,0,69.19888354,2832,510,1284,7,28,104,7,7,28,105,7,7,7,7,28,105,105,104,HORRY
1248,0,5.540740543,4136,674,984,7,33,56,7,7,33,50,7,7,7,7,28,56,56,105,HORRY
1249,0,11.36608901,7144,1090,1601,7,33,56,7,7,33,68,7,7,7,7,33,56,56,56,HORRY
1250,0,6.166940165,5088,861,1469,7,33,56,7,7,33,56,7,7,7,7,28,56,56,107,HORRY
1251,0,17.38691385,5716,1025,1841,7,34,68,7,7,35,106,7,7,7,7,34,68,68,56,HORRY
1252,0,5.729534213,5010,928,1607,7,33,68,7,7,35,50,7,7,7,7,33,61,61,56,HORRY
1253,0,23.48495266,3452,460,967,7,28,58,7,7,33,105,7,7,7,7,32,58,58,58,HORRY
1254,0,35.76590918,342,26,97,7,30,58,7,7,28,57,7,7,7,7,30,57,57,60,HORRY
1255,0,8.090288027,2768,372,1140,7,34,106,7,7,35,106,7,7,7,7,34,106,106,68,HORRY
