OID_,ID,VTD,COUNTY,STATE,NAME,POPULATION,PSN,CountyName,Reg_Voters,PresBlue,PresRed,PresOther,SenBlue,SenRed,SenOther,Pct_Area,Pct_Perim,Cong2011,Sen2011,House2011,Cong2021,Sen2021,House2021,Shape_Leng,Shape_Area,SenPlan,HousePlan,HouseDrft2,CongDraft,CongRuoff,CongDrft2H,CongDrft3H
1002,607148.000000000000000,45019000327,45019,45,Mt. Pleasant 27,4062,503.000000000000000,CHARLESTON,3148.000000000000000,1048.000000000000000,1362.000000000000000,41.000000000000000,996.000000000000000,1428.000000000000000,26.000000000000000,7.977364520340000,11.882344235200000,1,37,110,1,34,110,0.119052065722000,0.000768463052634,37,80,80,1,7,1,1
1003,607167.000000000000000,45019000326,45019,45,Mt. Pleasant 26,734,502.000000000000000,CHARLESTON,630.000000000000000,463.000000000000000,21.000000000000000,4.000000000000000,470.000000000000000,21.000000000000000,0.000000000000000,2.627047742860000,7.141877733390000,1,37,99,1,34,110,0.070117398675100,0.000253046499358,44,80,80,1,7,1,1
1004,607184.000000000000000,45019000328,45019,45,Mt. Pleasant 28,1560,504.000000000000000,CHARLESTON,1320.000000000000000,449.000000000000000,556.000000000000000,21.000000000000000,440.000000000000000,589.000000000000000,6.000000000000000,6.462525489110000,13.203627032000000,1,37,99,1,34,112,0.129011301106000,0.000622603331261,37,80,80,1,7,1,1
1005,607204.000000000000000,45019000325,45019,45,Mt. Pleasant 25,1402,501.000000000000000,CHARLESTON,1140.000000000000000,376.000000000000000,542.000000000000000,10.000000000000000,360.000000000000000,562.000000000000000,9.000000000000000,1.853324468580000,6.600120895640000,1,43,112,1,34,110,0.066078767637500,0.000178499906655,44,80,80,1,7,1,1
1006,607224.000000000000000,45015000064,45015,45,Yellow House,3772,406.000000000000000,BERKELEY,2815.000000000000000,903.000000000000000,1082.000000000000000,36.000000000000000,913.000000000000000,1079.000000000000000,27.000000000000000,46.471010087499998,37.683475965400000,6,37,99,1,37,99,0.370754932934000,0.004479726159250,37,99,99,1,1,6,1
1007,607245.000000000000000,45015000063,45015,45,The Village,3549,393.000000000000000,BERKELEY,2618.000000000000000,663.000000000000000,1244.000000000000000,48.000000000000000,667.000000000000000,1262.000000000000000,20.000000000000000,22.788063983800001,28.017525420900000,1,37,99,1,37,99,0.274899680637000,0.002196410620770,37,99,99,1,1,1,1
1008,607268.000000000000000,45019000332,45019,45,Mt. Pleasant 32,3609,509.000000000000000,CHARLESTON,3114.000000000000000,837.000000000000000,1520.000000000000000,38.000000000000000,809.000000000000000,1558.000000000000000,29.000000000000000,6.045143644190000,11.667351719699999,1,37,99,1,34,96,0.112478508675000,0.000582616740506,37,80,80,1,7,1,1
1009,607286.000000000000000,45015000007,45015,45,Cainhoy,1522,318.000000000000000,BERKELEY,1288.000000000000000,655.000000000000000,279.000000000000000,6.000000000000000,670.000000000000000,271.000000000000000,4.000000000000000,153.567339521000008,81.710591999399995,6,37,102,7,37,100,0.807724992982000,0.014815308001100,37,103,103,1,1,6,1
1010,607308.000000000000000,45019000321,45019,45,Mt. Pleasant 21,2194,497.000000000000000,CHARLESTON,1829.000000000000000,624.000000000000000,714.000000000000000,16.000000000000000,591.000000000000000,755.000000000000000,13.000000000000000,10.853860791600001,16.247173654099999,1,34,112,1,43,112,0.158739985561000,0.001044917513190,43,112,112,1,7,1,1
1011,607327.000000000000000,45019000011,45019,45,Isle of Palms 1B,1524,452.000000000000000,CHARLESTON,1524.000000000000000,482.000000000000000,659.000000000000000,27.000000000000000,453.000000000000000,698.000000000000000,21.000000000000000,2.089578489610000,6.498873333870000,1,43,112,1,43,112,0.065567422153900,0.000201162811329,43,112,112,1,7,1,1
1012,607343.000000000000000,45019000322,45019,45,Mt. Pleasant 22,2266,498.000000000000000,CHARLESTON,1947.000000000000000,726.000000000000000,757.000000000000000,22.000000000000000,720.000000000000000,770.000000000000000,22.000000000000000,20.995359499100001,21.523587785400000,1,34,112,1,43,112,0.213869468175000,0.002021683091550,43,112,112,1,7,1,1
1013,607364.000000000000000,45019000324,45019,45,Mt. Pleasant 24,1040,500.000000000000000,CHARLESTON,918.000000000000000,317.000000000000000,340.000000000000000,16.000000000000000,316.000000000000000,348.000000000000000,11.000000000000000,0.695881256554000,3.702653088090000,1,43,112,1,34,112,0.036363977959800,0.000067024832796,44,80,80,1,7,1,1
1014,607384.000000000000000,45019000323,45019,45,Mt. Pleasant 23,2724,499.000000000000000,CHARLESTON,2133.000000000000000,824.000000000000000,692.000000000000000,30.000000000000000,817.000000000000000,697.000000000000000,31.000000000000000,4.102509420390000,8.868306873420000,1,34,112,1,34,112,0.087325718025800,0.000395125648925,44,112,112,1,7,1,1
1015,607406.000000000000000,45019000329,45019,45,Mt. Pleasant 29,385,505.000000000000000,CHARLESTON,354.000000000000000,120.000000000000000,169.000000000000000,2.000000000000000,112.000000000000000,177.000000000000000,2.000000000000000,4.329705985690000,9.595096452570001,1,43,99,1,34,112,0.094230041562700,0.000417079148435,37,80,80,1,7,1,1
1016,607426.000000000000000,45019000330,45019,45,Mt. Pleasant 30,2607,507.000000000000000,CHARLESTON,2251.000000000000000,746.000000000000000,984.000000000000000,30.000000000000000,716.000000000000000,1038.000000000000000,9.000000000000000,2.608593359340000,7.080396830790000,1,37,112,1,34,96,0.069706685065600,0.000251304874101,37,80,80,1,7,1,1
1017,607443.000000000000000,45019000336,45019,45,Mt. Pleasant 36,2481,513.000000000000000,CHARLESTON,2011.000000000000000,696.000000000000000,645.000000000000000,37.000000000000000,708.000000000000000,647.000000000000000,26.000000000000000,3.403613391290000,10.268996244200000,1,34,112,1,34,112,0.103343628852000,0.000327885137188,44,112,112,1,7,1,1
1018,607464.000000000000000,45019000331,45019,45,Mt. Pleasant 31,2093,508.000000000000000,CHARLESTON,1650.000000000000000,628.000000000000000,645.000000000000000,14.000000000000000,618.000000000000000,656.000000000000000,11.000000000000000,7.446683969030000,15.698224275099999,1,37,99,1,34,96,0.156654384481000,0.000717531774043,37,80,80,1,7,1,1
1019,607487.000000000000000,45019000334,45019,45,Mt. Pleasant 34,2358,511.000000000000000,CHARLESTON,1992.000000000000000,629.000000000000000,841.000000000000000,14.000000000000000,619.000000000000000,866.000000000000000,12.000000000000000,1.913249618740000,8.647843410449999,1,37,112,1,34,96,0.085708914460600,0.000184371575071,37,80,80,1,7,1,1
1020,607506.000000000000000,45019000335,45019,45,Mt. Pleasant 35,7539,512.000000000000000,CHARLESTON,5878.000000000000000,1703.000000000000000,2587.000000000000000,66.000000000000000,1676.000000000000000,2631.000000000000000,52.000000000000000,12.925613385100000,20.437984094099999,1,37,112,1,34,96,0.198504937724000,0.001245651723560,37,80,80,1,7,1,1
1021,607528.000000000000000,45019000338,45019,45,Mt. Pleasant 38,2331,515.000000000000000,CHARLESTON,2094.000000000000000,610.000000000000000,919.000000000000000,13.000000000000000,597.000000000000000,946.000000000000000,8.000000000000000,3.703580389080000,9.128106305299999,1,34,108,1,43,96,0.091630060001200,0.000356819018102,43,112,112,1,7,1,1
1022,534494.000000000000000,45019000534,45019,45,St. Andrews 34,3060,580.000000000000000,CHARLESTON,2594.000000000000000,822.000000000000000,1043.000000000000000,32.000000000000000,829.000000000000000,1053.000000000000000,17.000000000000000,4.046277286750000,10.692010252899999,1,41,114,1,41,114,0.103175094088000,0.000389754786241,41,114,114,6,1,1,6
1023,534516.000000000000000,45019000621,45019,45,North Charleston 21,2704,536.000000000000000,CHARLESTON,1409.000000000000000,631.000000000000000,237.000000000000000,18.000000000000000,637.000000000000000,235.000000000000000,15.000000000000000,1.624799624320000,6.872197031300000,6,42,109,1,42,109,0.067743942636400,0.000156534406627,42,109,109,6,1,6,6
1024,534534.000000000000000,45019000622,45019,45,North Charleston 22,2642,537.000000000000000,CHARLESTON,1497.000000000000000,638.000000000000000,196.000000000000000,14.000000000000000,660.000000000000000,174.000000000000000,19.000000000000000,1.885275859240000,7.728182575310000,6,42,109,1,42,109,0.077459682784600,0.000181653426221,42,109,109,6,1,6,6
1025,534554.000000000000000,45019000623,45019,45,North Charleston 23,3360,538.000000000000000,CHARLESTON,2285.000000000000000,953.000000000000000,494.000000000000000,32.000000000000000,976.000000000000000,476.000000000000000,20.000000000000000,4.353214581830000,11.200935470899999,6,41,109,1,42,109,0.109639004889000,0.000419514340858,42,109,109,6,1,6,6
1026,534572.000000000000000,45019000522,45019,45,St. Andrews 22,1516,567.000000000000000,CHARLESTON,1307.000000000000000,416.000000000000000,528.000000000000000,19.000000000000000,420.000000000000000,529.000000000000000,16.000000000000000,3.885665915840000,14.524094506699999,1,41,114,1,41,114,0.143661772095000,0.000374226410941,41,114,114,6,1,1,6
1027,534595.000000000000000,45019000620,45019,45,North Charleston 20,1280,535.000000000000000,CHARLESTON,791.000000000000000,314.000000000000000,244.000000000000000,12.000000000000000,318.000000000000000,238.000000000000000,13.000000000000000,1.124567457050000,6.044680165410000,6,41,109,1,42,109,0.061168604862300,0.000108327715936,42,109,109,6,1,6,6
1028,534614.000000000000000,45019000603,45019,45,North Charleston 3,1594,545.000000000000000,CHARLESTON,1306.000000000000000,412.000000000000000,518.000000000000000,20.000000000000000,430.000000000000000,503.000000000000000,17.000000000000000,4.440711764970000,9.790152554380001,6,41,111,1,42,111,0.098690759384000,0.000427734245494,42,109,109,6,1,6,6
1029,534634.000000000000000,45019000619,45019,45,North Charleston 19,1843,533.000000000000000,CHARLESTON,1134.000000000000000,634.000000000000000,113.000000000000000,8.000000000000000,650.000000000000000,105.000000000000000,3.000000000000000,2.095624456700000,9.940086200400000,6,42,109,1,42,109,0.100436483577000,0.000201882762032,42,109,109,6,1,6,6
1030,534651.000000000000000,45019000618,45019,45,North Charleston 18,3448,532.000000000000000,CHARLESTON,1887.000000000000000,867.000000000000000,232.000000000000000,13.000000000000000,882.000000000000000,219.000000000000000,14.000000000000000,11.141812557700000,25.969191250800002,6,42,109,1,42,109,0.257853427867000,0.001073503735340,42,109,109,6,1,6,6
1031,534673.000000000000000,45019000507,45019,45,St. Andrews 7,2117,587.000000000000000,CHARLESTON,1901.000000000000000,690.000000000000000,705.000000000000000,36.000000000000000,708.000000000000000,714.000000000000000,12.000000000000000,3.286204121260000,15.198705793900000,1,41,119,1,41,119,0.151599084038000,0.000316284285020,20,119,119,1,1,1,1
1032,534695.000000000000000,45019000518,45019,45,St. Andrews 18,2724,562.000000000000000,CHARLESTON,1946.000000000000000,958.000000000000000,304.000000000000000,23.000000000000000,973.000000000000000,297.000000000000000,19.000000000000000,2.541826847990000,8.083356704950001,1,42,111,1,41,119,0.081048932783500,0.000244691709294,20,111,111,6,1,1,6
1033,534718.000000000000000,45019000508,45019,45,St. Andrews 8,1100,588.000000000000000,CHARLESTON,949.000000000000000,532.000000000000000,108.000000000000000,10.000000000000000,539.000000000000000,109.000000000000000,4.000000000000000,0.948869609051000,5.248852738970000,1,42,111,1,41,111,0.054363166074700,0.000091336269879,20,111,111,6,1,1,6
1034,534738.000000000000000,45019000509,45019,45,St. Andrews 9,1743,589.000000000000000,CHARLESTON,1369.000000000000000,793.000000000000000,63.000000000000000,16.000000000000000,807.000000000000000,58.000000000000000,8.000000000000000,0.704210369670000,4.257725054480000,1,42,111,1,41,111,0.042405835072200,0.000067791076481,20,111,111,6,1,1,6
1035,534757.000000000000000,45019000506,45019,45,St. Andrews 6,1432,586.000000000000000,CHARLESTON,1297.000000000000000,434.000000000000000,564.000000000000000,15.000000000000000,428.000000000000000,588.000000000000000,4.000000000000000,2.115332010030000,8.465954328030000,1,41,119,1,41,119,0.084641381426700,0.000203598879685,20,119,119,1,1,1,1
1036,534775.000000000000000,45019000502,45019,45,St. Andrews 2,1393,564.000000000000000,CHARLESTON,1368.000000000000000,573.000000000000000,277.000000000000000,18.000000000000000,575.000000000000000,285.000000000000000,8.000000000000000,0.781646089431000,3.718744089650000,1,42,119,1,41,119,0.037121187643600,0.000075238302369,20,119,119,6,1,1,1
1037,534793.000000000000000,45019000503,45019,45,St. Andrews 3,1571,575.000000000000000,CHARLESTON,1502.000000000000000,895.000000000000000,186.000000000000000,25.000000000000000,906.000000000000000,197.000000000000000,11.000000000000000,2.088722655280000,9.444463932560000,1,42,111,1,41,111,0.094092635007100,0.000201069806270,20,111,111,6,1,1,6
1038,534818.000000000000000,45019000520,45019,45,St. Andrews 20,3922,565.000000000000000,CHARLESTON,2920.000000000000000,1085.000000000000000,611.000000000000000,41.000000000000000,1099.000000000000000,617.000000000000000,21.000000000000000,2.874847422850000,14.552995344199999,1,41,114,1,41,114,0.143070385792000,0.000276813748327,20,119,119,6,1,1,6
1039,534845.000000000000000,45019000521,45019,45,St. Andrews 21,1385,566.000000000000000,CHARLESTON,942.000000000000000,344.000000000000000,256.000000000000000,12.000000000000000,345.000000000000000,262.000000000000000,11.000000000000000,1.636451839490000,9.237189638560000,1,41,114,1,41,114,0.090499177457600,0.000157579354102,20,119,119,6,1,1,6
1040,534863.000000000000000,45019000510,45019,45,St. Andrews 10,1484,554.000000000000000,CHARLESTON,1215.000000000000000,539.000000000000000,289.000000000000000,19.000000000000000,541.000000000000000,293.000000000000000,15.000000000000000,0.922810306604000,5.081263528890000,1,41,111,1,41,111,0.049760490514000,0.000088842124423,20,111,111,6,1,1,6
1041,534882.000000000000000,45019000514,45019,45,St. Andrews 14,1977,558.000000000000000,CHARLESTON,1487.000000000000000,626.000000000000000,437.000000000000000,22.000000000000000,641.000000000000000,434.000000000000000,14.000000000000000,1.428867656850000,6.104455498970000,1,41,114,1,41,114,0.059717724045300,0.000137574934209,20,119,119,6,1,1,6
1042,534905.000000000000000,45019000511,45019,45,St. Andrews 11,1127,555.000000000000000,CHARLESTON,969.000000000000000,358.000000000000000,413.000000000000000,15.000000000000000,352.000000000000000,428.000000000000000,11.000000000000000,3.208832470980000,8.695554431800000,1,41,114,1,41,114,0.083080858320200,0.000308942734032,20,119,119,6,1,1,6
1043,534924.000000000000000,45019000513,45019,45,St. Andrews 13,1603,557.000000000000000,CHARLESTON,1289.000000000000000,471.000000000000000,372.000000000000000,16.000000000000000,459.000000000000000,393.000000000000000,9.000000000000000,2.601686142620000,8.378419689339999,1,41,114,1,41,114,0.082073512952200,0.000250542322395,20,119,119,6,1,1,6
1044,534942.000000000000000,45019000505,45019,45,St. Andrews 5,1669,585.000000000000000,CHARLESTON,1418.000000000000000,676.000000000000000,432.000000000000000,21.000000000000000,634.000000000000000,492.000000000000000,11.000000000000000,2.051222435900000,7.632528824170000,1,41,119,1,41,119,0.075620913755700,0.000197417070286,20,119,119,1,1,1,1
1045,534963.000000000000000,45019000501,45019,45,St. Andrews 1,885,553.000000000000000,CHARLESTON,760.000000000000000,355.000000000000000,173.000000000000000,6.000000000000000,348.000000000000000,180.000000000000000,4.000000000000000,2.435633810430000,7.037045918860000,1,42,111,1,41,111,0.071275682451400,0.000234451195352,20,119,119,6,1,1,1
1046,534981.000000000000000,45019000504,45019,45,St. Andrews 4,1993,584.000000000000000,CHARLESTON,1680.000000000000000,652.000000000000000,580.000000000000000,27.000000000000000,639.000000000000000,613.000000000000000,8.000000000000000,3.235887242150000,9.540774074420000,1,41,119,1,41,119,0.096141411679100,0.000311438956025,20,110,110,1,1,1,1
1047,535002.000000000000000,45019000212,45019,45,Charleston 12,4169,423.000000000000000,CHARLESTON,1745.000000000000000,862.000000000000000,225.000000000000000,25.000000000000000,864.000000000000000,243.000000000000000,8.000000000000000,2.789651796340000,7.894915071530000,6,42,111,1,42,111,0.077279647495300,0.000268545018233,20,111,111,6,1,1,6
1048,535022.000000000000000,45019000217,45019,45,Charleston 17,1307,428.000000000000000,CHARLESTON,1310.000000000000000,711.000000000000000,126.000000000000000,29.000000000000000,718.000000000000000,152.000000000000000,2.000000000000000,0.673074048699000,3.771905944220000,6,42,111,1,42,111,0.036900406181900,0.000064797519906,42,111,111,6,1,1,6
1049,535041.000000000000000,45019000512,45019,45,St. Andrews 12,1305,556.000000000000000,CHARLESTON,1084.000000000000000,434.000000000000000,428.000000000000000,33.000000000000000,420.000000000000000,478.000000000000000,9.000000000000000,5.847626805510000,11.555420120499999,1,41,114,1,41,114,0.110093369002000,0.000563082662156,20,119,119,6,1,1,6
1050,535062.000000000000000,45019000220,45019,45,Charleston 20,1576,432.000000000000000,CHARLESTON,1395.000000000000000,829.000000000000000,183.000000000000000,20.000000000000000,826.000000000000000,200.000000000000000,4.000000000000000,1.140535864870000,4.861246864870000,6,42,111,1,42,111,0.048346643327500,0.000109810239716,42,111,111,6,1,1,6
1051,535083.000000000000000,45019000221,45019,45,Charleston 21,1168,433.000000000000000,CHARLESTON,797.000000000000000,477.000000000000000,49.000000000000000,3.000000000000000,481.000000000000000,46.000000000000000,3.000000000000000,5.018618039000000,11.145817506700000,6,42,111,1,42,111,0.109289222416000,0.000483298017143,42,111,111,6,1,6,6
1052,535101.000000000000000,45019000604,45019,45,North Charleston 4,1807,547.000000000000000,CHARLESTON,1256.000000000000000,683.000000000000000,92.000000000000000,8.000000000000000,698.000000000000000,87.000000000000000,3.000000000000000,1.830322757630000,6.965513709920000,6,42,109,1,42,109,0.071962632172100,0.000176320272140,42,109,109,6,1,6,6
1053,535120.000000000000000,45019000602,45019,45,North Charleston 2,1789,534.000000000000000,CHARLESTON,541.000000000000000,292.000000000000000,19.000000000000000,1.000000000000000,295.000000000000000,16.000000000000000,3.000000000000000,7.019792279380000,15.767107812000001,6,42,111,1,42,111,0.159344675294000,0.000676109328955,42,109,109,6,1,6,6
1054,582685.000000000000000,45019000185,45019,45,Folly Beach 2,1196,450.000000000000000,CHARLESTON,1318.000000000000000,492.000000000000000,489.000000000000000,13.000000000000000,484.000000000000000,497.000000000000000,10.000000000000000,121.322157748999999,55.528309162100001,1,43,115,1,43,115,0.555231440011000,0.011664581212600,43,115,115,1,1,1,1
1055,582708.000000000000000,45019000032,45019,45,Sullivans Island,1891,597.000000000000000,CHARLESTON,1806.000000000000000,793.000000000000000,676.000000000000000,22.000000000000000,763.000000000000000,718.000000000000000,8.000000000000000,48.511900740199998,30.297560444199998,1,43,112,1,43,112,0.299465128343000,0.004667121412560,43,112,112,1,7,1,1
1056,582728.000000000000000,45019000010,45019,45,Isle Of Palms 1A,1120,451.000000000000000,CHARLESTON,1141.000000000000000,325.000000000000000,513.000000000000000,23.000000000000000,312.000000000000000,551.000000000000000,3.000000000000000,17.559961256200001,30.071192415700001,1,43,112,1,43,112,0.293617531148000,0.001689750313070,43,112,112,1,7,1,1
1057,582750.000000000000000,45019000205,45019,45,Charleston 5,1053,436.000000000000000,CHARLESTON,995.000000000000000,368.000000000000000,231.000000000000000,10.000000000000000,359.000000000000000,247.000000000000000,2.000000000000000,0.878672367619000,4.198564387780000,1,43,110,1,41,110,0.042470785929100,0.000084571018677,20,110,110,6,1,1,1
1058,582770.000000000000000,45019000204,45019,45,Charleston 4,1145,435.000000000000000,CHARLESTON,1027.000000000000000,387.000000000000000,233.000000000000000,13.000000000000000,378.000000000000000,252.000000000000000,1.000000000000000,0.331762291054000,2.510474503990000,1,43,110,1,41,110,0.024913048898600,0.000031931328722,20,110,110,1,1,1,1
1059,582790.000000000000000,45019000211,45019,45,Charleston 11,2040,422.000000000000000,CHARLESTON,1724.000000000000000,609.000000000000000,252.000000000000000,19.000000000000000,605.000000000000000,262.000000000000000,8.000000000000000,1.182378774220000,5.090143109480000,6,42,111,1,41,110,0.051643625245800,0.000113809949626,20,111,111,6,1,1,6
1060,582810.000000000000000,45019000213,45019,45,Charleston 13,1457,424.000000000000000,CHARLESTON,1350.000000000000000,719.000000000000000,95.000000000000000,15.000000000000000,727.000000000000000,102.000000000000000,6.000000000000000,0.300126549466000,2.514265829450000,6,42,111,1,42,111,0.024053678644700,0.000028891305907,20,111,111,6,1,1,6
1061,582830.000000000000000,45019000216,45019,45,Charleston 16,1384,427.000000000000000,CHARLESTON,1253.000000000000000,692.000000000000000,114.000000000000000,21.000000000000000,707.000000000000000,120.000000000000000,3.000000000000000,0.356241831046000,2.547903808870000,6,42,111,1,42,111,0.024743839346200,0.000034294743653,42,111,111,6,1,1,6
1062,582850.000000000000000,45019000210,45019,45,Charleston 10,1336,421.000000000000000,CHARLESTON,806.000000000000000,236.000000000000000,51.000000000000000,7.000000000000000,241.000000000000000,52.000000000000000,1.000000000000000,0.262149296404000,2.402519441040000,6,42,110,1,42,110,0.023196468857900,0.000025234203455,20,111,111,6,1,1,6
1063,582867.000000000000000,45019000214,45019,45,Charleston 14,1748,425.000000000000000,CHARLESTON,1260.000000000000000,510.000000000000000,133.000000000000000,21.000000000000000,523.000000000000000,139.000000000000000,2.000000000000000,0.370563915614000,3.331295626160000,6,42,111,1,42,111,0.032893204884700,0.000035671761594,20,111,111,6,1,1,6
1064,582889.000000000000000,45019000203,45019,45,Charleston 3,1062,434.000000000000000,CHARLESTON,1075.000000000000000,459.000000000000000,301.000000000000000,20.000000000000000,435.000000000000000,349.000000000000000,3.000000000000000,0.294292735974000,2.427115612910000,1,43,110,1,41,110,0.023978849685800,0.000028323839588,20,110,110,1,1,1,1
1065,582907.000000000000000,45019000201,45019,45,Charleston 1,795,420.000000000000000,CHARLESTON,824.000000000000000,265.000000000000000,363.000000000000000,9.000000000000000,238.000000000000000,401.000000000000000,1.000000000000000,2.674016384370000,8.471318724480000,1,43,110,1,41,110,0.085739922567000,0.000257340064217,43,110,110,1,7,1,1
1066,582930.000000000000000,45019000202,45019,45,Charleston 2,976,431.000000000000000,CHARLESTON,1006.000000000000000,324.000000000000000,396.000000000000000,5.000000000000000,298.000000000000000,430.000000000000000,3.000000000000000,1.210690860640000,5.427871443780000,1,43,110,1,41,110,0.054242123980400,0.000116522381689,43,110,110,1,1,1,1
1067,582948.000000000000000,45019000206,45019,45,Charleston 6,1736,437.000000000000000,CHARLESTON,1406.000000000000000,520.000000000000000,273.000000000000000,15.000000000000000,512.000000000000000,292.000000000000000,7.000000000000000,1.634792912260000,6.717558345990000,1,43,110,1,41,110,0.067382005493500,0.000157353272524,20,110,110,6,1,1,1
1068,582968.000000000000000,45019000209,45019,45,Charleston 9,1389,440.000000000000000,CHARLESTON,1027.000000000000000,415.000000000000000,121.000000000000000,10.000000000000000,424.000000000000000,129.000000000000000,1.000000000000000,0.567684496670000,3.682898293680000,6,42,111,1,42,110,0.036269870510400,0.000054645849734,20,111,111,6,1,1,6
1069,582986.000000000000000,45019000207,45019,45,Charleston 7,2498,438.000000000000000,CHARLESTON,1492.000000000000000,518.000000000000000,273.000000000000000,13.000000000000000,496.000000000000000,301.000000000000000,7.000000000000000,1.080773069570000,7.006362873680000,1,43,110,1,42,110,0.070846689201700,0.000104032737950,20,110,110,6,1,1,1
1070,583008.000000000000000,45019000208,45019,45,Charleston 8,1697,439.000000000000000,CHARLESTON,1315.000000000000000,657.000000000000000,82.000000000000000,17.000000000000000,661.000000000000000,89.000000000000000,6.000000000000000,2.343120205940000,7.383600355230000,6,42,111,1,42,110,0.074163501676800,0.000225567727801,20,111,111,6,1,1,1
1071,583028.000000000000000,45019000218,45019,45,Charleston 18,1735,429.000000000000000,CHARLESTON,1550.000000000000000,836.000000000000000,126.000000000000000,20.000000000000000,852.000000000000000,126.000000000000000,6.000000000000000,0.942764792815000,4.968953165930000,6,42,111,1,42,111,0.048791819184700,0.000090766453841,42,111,111,6,1,1,6
1072,583050.000000000000000,45019000219,45019,45,Charleston 19,986,430.000000000000000,CHARLESTON,882.000000000000000,499.000000000000000,74.000000000000000,7.000000000000000,497.000000000000000,86.000000000000000,1.000000000000000,0.289875215867000,2.286002621570000,6,42,111,1,42,111,0.022146656692800,0.000027909687494,42,111,111,6,1,1,6
1073,583068.000000000000000,45019000215,45019,45,Charleston 15,2793,426.000000000000000,CHARLESTON,1605.000000000000000,634.000000000000000,101.000000000000000,18.000000000000000,656.000000000000000,93.000000000000000,7.000000000000000,13.970325485400000,21.052206317900001,6,42,109,1,42,111,0.206271617766000,0.001345338551740,42,111,111,6,1,1,6
1074,583095.000000000000000,45019000302,45019,45,Mt. Pleasant 2,1564,495.000000000000000,CHARLESTON,1392.000000000000000,416.000000000000000,466.000000000000000,18.000000000000000,420.000000000000000,464.000000000000000,12.000000000000000,6.998220384520000,11.821390749600001,1,43,110,1,34,110,0.116166859913000,0.000673664954476,43,110,110,1,7,1,1
1075,583116.000000000000000,45019000303,45019,45,Mt. Pleasant 3,1914,506.000000000000000,CHARLESTON,1830.000000000000000,750.000000000000000,595.000000000000000,27.000000000000000,745.000000000000000,624.000000000000000,7.000000000000000,4.482695635650000,10.275884662699999,1,43,109,1,34,110,0.101353616115000,0.000431603193242,43,110,110,1,7,1,1
1076,583137.000000000000000,45019000316,45019,45,Mt. Pleasant 16,948,491.000000000000000,CHARLESTON,811.000000000000000,244.000000000000000,411.000000000000000,17.000000000000000,237.000000000000000,441.000000000000000,2.000000000000000,1.973923542750000,6.978266307180000,1,43,110,1,34,110,0.068581952876400,0.000190075400297,43,110,110,1,7,1,1
1077,583154.000000000000000,45015000013,45015,45,Daniel Island 2,2513,331.000000000000000,BERKELEY,1899.000000000000000,704.000000000000000,722.000000000000000,21.000000000000000,677.000000000000000,765.000000000000000,10.000000000000000,12.943713223000000,14.814886674200000,6,37,99,1,37,99,0.146853716783000,0.001247070867930,44,99,99,1,1,6,1
1078,583174.000000000000000,45015000061,45015,45,Daniel Island 3,2658,332.000000000000000,BERKELEY,2120.000000000000000,682.000000000000000,822.000000000000000,24.000000000000000,670.000000000000000,865.000000000000000,4.000000000000000,7.871360439350000,11.281826004499999,1,37,99,1,37,110,0.107666309719000,0.000758102314093,44,99,99,1,1,1,1
1079,583190.000000000000000,45015000062,45015,45,Daniel Island 4,4103,333.000000000000000,BERKELEY,3105.000000000000000,977.000000000000000,1337.000000000000000,41.000000000000000,946.000000000000000,1398.000000000000000,13.000000000000000,6.106773983040000,15.998569811299999,1,37,99,1,37,110,0.153772010830000,0.000588213900369,44,99,99,1,1,1,1
1080,583211.000000000000000,45015000012,45015,45,Daniel Island 1,2858,330.000000000000000,BERKELEY,2266.000000000000000,648.000000000000000,1187.000000000000000,21.000000000000000,590.000000000000000,1272.000000000000000,8.000000000000000,12.432214407700000,15.112659036900000,1,37,99,1,37,99,0.148030472551000,0.001197923463270,44,99,99,1,1,1,1
1081,583230.000000000000000,45019000301,45019,45,Mt. Pleasant 1,1904,484.000000000000000,CHARLESTON,1635.000000000000000,635.000000000000000,641.000000000000000,17.000000000000000,611.000000000000000,695.000000000000000,5.000000000000000,15.134586606499999,18.061215821899999,1,43,110,1,43,110,0.178491582384000,0.001456554174110,43,110,110,1,7,1,1
1082,583255.000000000000000,45019000307,45019,45,Mt. Pleasant 7,1353,520.000000000000000,CHARLESTON,1182.000000000000000,389.000000000000000,434.000000000000000,17.000000000000000,385.000000000000000,443.000000000000000,10.000000000000000,0.841562685746000,4.113915813070000,1,43,112,1,34,112,0.041887525678800,0.000081009404495,43,112,112,1,7,1,1
1083,583271.000000000000000,45019000308,45019,45,Mt. Pleasant 8,1193,521.000000000000000,CHARLESTON,968.000000000000000,371.000000000000000,372.000000000000000,14.000000000000000,354.000000000000000,400.000000000000000,8.000000000000000,0.752862644527000,3.862886205470000,1,43,112,1,34,112,0.038250598208800,0.000072468813419,43,112,112,1,7,1,1
1084,583290.000000000000000,45019000306,45019,45,Mt. Pleasant 6,2648,519.000000000000000,CHARLESTON,2244.000000000000000,747.000000000000000,837.000000000000000,38.000000000000000,750.000000000000000,859.000000000000000,16.000000000000000,2.554104924210000,9.412282664719999,1,43,110,1,34,112,0.094183135078800,0.000245884189456,43,110,110,1,7,1,1
