GEOID20,District
450350107001008,1
450350107001009,1
450350107001010,1
450350107001011,1
450350107001012,1
450350107001013,1
450350107001014,1
450350107001015,1
450350107001016,1
450350107001017,1
450350107001018,1
450350107001019,1
450350107001020,1
450350107001021,1
450350107001022,1
450350107001023,1
450350107001024,1
450350107001026,1
450350107001027,1
450350107001028,1
450350107001029,1
450350107001030,1
450350107001032,1
450350107001033,1
450350107001034,1
450350107002000,1
450350107002001,1
450350107002002,1
450350107002007,1
450350106041000,1
450350106041001,1
450350106041007,1
450350107001025,1
450350107001031,1
450350107001035,1
450350107001036,1
450350107001037,1
450350107001038,1
450350107001039,1
450350107001040,1
450350107001041,1
450350107001042,1
450350107001043,1
450350107001044,1
450350107001045,1
450350107001046,1
450350107002003,1
450350107002004,1
450350107002005,1
450350107002006,1
450350107002008,1
450350107002009,1
450350107002010,1
450350107002011,1
450350107002012,1
450350107002013,1
450350107002014,1
450350107002017,1
450350107002018,1
450350107002019,1
450350107002020,1
450350107002021,1
450350107002022,1
450350107002023,1
450350107002024,1
450350107002025,1
450350107002026,1
450350107002027,1
450350107002028,1
450350107002029,1
450350107002030,1
450350107002031,1
450350107002032,1
450350107002033,1
450350107002034,1
450350107002035,1
450350107002036,1
450350107002037,1
450350107002046,1
450350107002047,1
450350107002048,1
450350107002049,1
450350107003000,1
450350107003001,1
450350107003002,1
450350107003003,1
450350107003004,1
450350107003005,1
450350107003006,1
450350107003007,1
450350107003008,1
450350107003009,1
450350107003010,1
450350107003011,1
450350107003012,1
450350107003013,1
450350107003014,1
450350107003015,1
450350107003016,1
450350107003017,1
450350107003018,1
450350107003019,1
450350107003020,1
450350107003021,1
450350107003022,1
450350107003023,1
450350107003024,1
450350107003025,1
450350107003026,1
450350107003027,1
450350107003028,1
450350107003029,1
450350107003030,1
450350107003031,1
450350107003032,1
450350107003033,1
450350107003034,1
450350107003035,1
450350107003036,1
450350107003037,1
450350107003038,1
450350107003039,1
450350107003040,1
450350107003041,1
450350107003042,1
450350107003043,1
450350107003044,1
450350107003045,1
450350107003046,1
450350107003047,1
450350107003049,1
450350107003050,1
450350107003051,1
450350107003052,1
450350107003053,1
450350107003059,1
450350107003060,1
450350107003061,1
450350107003062,1
450350107003063,1
450350107003064,1
450350107003065,1
450350107003066,1
450350107003068,1
450350108202000,1
450350108202001,1
450350108202002,1
450350108202003,1
450350108202004,1
450350108202005,1
450350108202006,1
450350108202007,1
450350108202008,1
450350108202009,1
450350108202010,1
450350108202015,1
450350108202016,1
450350108202017,1
450350108203005,1
450350108203006,1
450190031091000,1
450190031091001,1
450190031091002,1
450190031091003,1
450190031091004,1
450190031091005,1
450190031091006,1
450190031091007,1
450190031091008,1
450190031091009,1
450190031091010,1
450190031091011,1
450190031091012,1
450190031091013,1
450190031091014,1
450190031091015,1
450190031091016,1
450190031091017,1
450190031091018,1
450190031091019,1
450190031091020,1
450190031091021,1
450190031091022,1
450190031091023,1
450190031091024,1
450190031091025,1
450190031091026,1
450190031091027,1
450190031091028,1
450190031091029,1
450190031091030,1
450190031091034,1
450190031092000,1
450190031092001,1
450190031092002,1
450190031092003,1
450190031092004,1
450190031092005,1
450190031092006,1
450190031092007,1
450190031092008,1
450190031092009,1
450190031092010,1
450190031092011,1
450190031092012,1
450190031092013,1
450190031092014,1
450190031092015,1
450190031092016,1
450190031092017,1
450190031092018,1
450190031092019,1
450190031092020,1
450190031092021,1
450190031092022,1
450190031092023,1
450190031092024,1
450190031092025,1
450190031092026,1
450190031092027,1
450190031092028,1
450190031092029,1
450190031092030,1
450190031092031,1
450190031092032,1
450190031092033,1
450190031092035,1
450190031092036,1
450190031092037,1
450190031092038,1
450190031092039,1
450190031092040,1
450190031092041,1
450190031092042,1
450190031092043,1
450190031092044,1
450190031092045,1
450190031092046,1
450190031092047,1
450190031092048,1
450190031092049,1
450350108072000,1
450350108072001,1
450350108072002,1
450350108072003,1
450350108072004,1
450350108072005,1
450350108072006,1
450350108072007,1
450350108072008,1
450350108072012,1
450350108072013,1
450350108072014,1
450350108072015,1
450350108072016,1
450350108072009,1
450350108072010,1
450350108072011,1
450350108072017,1
450350108072018,1
450350108072019,1
450350108072020,1
450350108072021,1
450350108072022,1
450350108072023,1
450350108072024,1
450350108072025,1
450350108072026,1
450350108072027,1
450350108072028,1
450350108084023,1
450350108084024,1
450350108084025,1
450350108084026,1
450350108084027,1
450350108084028,1
450350108084029,1
450350108084030,1
450350108084031,1
450350108071000,1
450350108071001,1
450350108071002,1
450350108071003,1
450350108071004,1
450350108071005,1
450350108071006,1
450350108071007,1
450350108071008,1
450350108071009,1
450350108071010,1
450350108071011,1
450350108071012,1
450350108071013,1
450350108071014,1
450350108071015,1
450350108071016,1
450350108071017,1
450350108071018,1
450350108071019,1
450350108071020,1
450350108071021,1
450350108071022,1
450350108071023,1
450350108071024,1
450350108071034,1
450350108071035,1
450350108071036,1
450350108071037,1
450350108071038,1
450350108071039,1
450350108071040,1
450350108071025,1
450350108071026,1
450350108071027,1
450350108071028,1
450350108071029,1
450350108071030,1
450350108071031,1
450350108071032,1
450350108071033,1
450350108071041,1
450350108071042,1
450350108071043,1
450350108084013,1
450350108191000,1
450350108191001,1
450350108191002,1
450350108191003,1
450350108191004,1
450350108191005,1
450350108191006,1
450350108191007,1
450350108191008,1
450350108191009,1
450350108191010,1
450350108191011,1
450350108191012,1
450350108191013,1
450350108191014,1
450350108191015,1
450350108191016,1
450350108191017,1
450350108191018,1
450350108191019,1
450350108191020,1
450350108191021,1
450350108192000,1
450350108192001,1
450350108192002,1
450350108192003,1
450350108192004,1
450350108192005,1
450350108192006,1
450350108192007,1
450350108192008,1
450350108192009,1
450350108192010,1
450350108151000,1
450350108151001,1
450350108151002,1
450350108151003,1
450350108151004,1
450350108151005,1
450350108151006,1
450350108151007,1
450350108151008,1
450350108151009,1
450350108151010,1
450350108151011,1
450350108151012,1
450350108151013,1
450350108151014,1
450350108151015,1
450350108151016,1
450350108232011,1
450350108232012,1
450350108232013,1
450350108232014,1
450350108232015,1
450350108221000,1
450350108221001,1
450350108221003,1
450350108221004,1
450350108221005,1
450350108221006,1
450350108221007,1
450350108221008,1
450350108221009,1
450350108221010,1
450350108221011,1
450350108221012,1
450350108222000,1
450350108222001,1
450350108222002,1
450350108222003,1
450350108231000,1
450350108231001,1
450350108231002,1
450350108231003,1
450350108231004,1
450350108231005,1
450350108231006,1
450350108231007,1
450350108231008,1
450350108231009,1
450350108231010,1
450350108231011,1
450350108231012,1
450350108231013,1
450350108231014,1
450350108231015,1
450350108231016,1
450350108231017,1
450350108231018,1
450350108231019,1
450350108231020,1
450350108231021,1
450350108231031,1
450350108232016,1
450350108133001,1
450350108133002,1
450350108133005,1
450350108133006,1
450350108133007,1
450350108133008,1
450350108133009,1
450350108133010,1
450350108133011,1
450350108133012,1
450350108133013,1
450350108133014,1
450350108133015,1
450350108133016,1
450350108133017,1
450350108133018,1
450350108135000,1
450350108135001,1
450350108135002,1
450350108135003,1
450350108135004,1
450350108135005,1
450350108135006,1
450350108135007,1
450350105053000,1
450350105053001,1
450350105053002,1
450350105053003,1
450350105053004,1
450350105053005,1
450350105053025,1
450350105053026,1
450350105053027,1
450350105053028,1
450350105053029,1
450350105053030,1
450350105053033,1
450350105053034,1
450350105053038,1
450350105053039,1
450350105053006,1
450350105053007,1
450350105053008,1
450350105053009,1
450350105053010,1
450350105053012,1
450350105053013,1
450350105053014,1
450350105053015,1
450350105053016,1
450350105053017,1
450350105053018,1
450350105053019,1
450350105053020,1
450350105053021,1
450350105053022,1
450350105053023,1
450350105053024,1
450350105053031,1
450350105053032,1
450350105053035,1
450350105053036,1
450350105053037,1
450350105053040,1
450190046161011,7
450190046161012,7
450190046161013,7
450190046161014,7
450190046161015,7
450190046161016,7
450190046161017,7
450190046161018,7
450190046161019,7
450190046161020,7
450190046161021,7
450190046161022,7
450190046161023,7
450190046161024,7
450190046161025,7
450190046161026,7
450190046161027,7
450190046171021,7
450190046171065,7
450190046172000,7
450190046172001,7
450190046172002,7
450190046172003,7
450190046172004,7
450190046172005,7
450190046172006,7
450190046172007,7
450190046172008,7
450190046172010,7
450190046172011,7
450190046172012,7
450190046172013,7
450190046172014,7
450190046172015,7
450190046172016,7
450190046172017,7
450190046172018,7
450190046172019,7
450190046172020,7
450190046172022,7
450190046172023,7
450190046172024,7
450190046172025,7
450190046172026,7
450190046172027,7
450190046172054,7
450190046172064,7
450190046172065,7
450190046172066,7
450190046172067,7
450190046172068,7
450190046172069,7
450190046182006,7
450190046182007,7
450190046182008,7
450190046182009,7
450190046182010,7
450190046182011,7
450190046182012,7
450190046182013,7
450190046182014,7
450190046182015,7
450190046182016,7
450190046182017,7
450190046182018,7
450190046182019,7
450190046182020,7
450190046182026,7
450190046182027,7
450190046182028,7
450190046182029,7
450190046182030,7
450190046182031,7
450190046182055,7
450190046182056,7
450190046182057,7
450299703012036,1
450299703012037,1
450299703012038,1
450299703013000,1
450299703013001,1
450299703013002,1
450299703013003,1
450299703013004,1
450299703013009,1
450299703013016,1
450299703013046,1
450299703013047,1
450299703013048,1
450299705013014,1
450299705013015,1
450299705013016,1
450299705021000,1
450299705021001,1
450299705021002,1
450299705021003,1
450299705021004,1
450299705021005,1
450299705021006,1
450299705021007,1
450299705021008,1
450299705021009,1
450299705021010,1
450299705021011,1
450299705021012,1
450299705021013,1
450299705021014,1
450299705021015,1
450299705021016,1
450299705021017,1
450299705021018,1
450299705021019,1
450299705021020,1
450299705021021,1
450299705021022,1
450299705021023,1
450299705021024,1
450299705021025,1
450299705021026,1
450299705021027,1
450299705021028,1
450299705021029,1
450299705021030,1
450299705021031,1
450299705021032,1
450299705021033,1
450299705021034,1
450299705021035,1
450299705021036,1
450299705021037,1
450299705021038,1
450299705021039,1
450299705021040,1
450299705021041,1
450299705021042,1
450299705021043,1
450299705021044,1
450299705021045,1
450299705021046,1
450299705021047,1
450299705021048,1
450299705021049,1
450299705021050,1
450299705021051,1
450299705021052,1
450299705021053,1
450299705021054,1
450299705021055,1
450299705021056,1
450299705021057,1
450299706021007,1
450299706021008,1
450299706021009,1
450299706021010,1
450299706021011,1
450299706021012,1
450299706021013,1
450299706021014,1
450299706021015,1
450299706021016,1
450299706021017,1
450299706021018,1
450299706021019,1
450299706021020,1
450299706021021,1
450299706021022,1
450299706021023,1
450299706021024,1
450299706021025,1
450299706021026,1
450299706021027,1
450299706021028,1
450299706021029,1
450299706021030,1
450299706021031,1
450299706021032,1
450299706021033,1
450299706021034,1
450299706021035,1
450299706021036,1
450299706021037,1
450299706021038,1
450299706021054,1
450299706021055,1
450299706021056,1
450299706021057,1
450299706022006,1
450299706022017,1
450299706022018,1
450299706022021,1
450299703012019,1
450299703012026,1
450299703012027,1
450299703012028,1
450299703012031,1
450299703012034,1
450299703012035,1
450299703012039,1
450299704022032,1
450299704022033,1
450299704022034,1
450299704022035,1
450299704022036,1
450299704022037,1
450299704022038,1
450299704022039,1
450299704022041,1
450299704022042,1
450299704022043,1
450299704022044,1
450299704022045,1
450299704023051,1
450299704023052,1
450299704023053,1
450299704023054,1
450299704023055,1
450299704023056,1
450299704023057,1
450299704023061,1
450299704023062,1
450299704023063,1
450299704023064,1
450299704023065,1
450299704023066,1
450299704023067,1
450299704023069,1
450299704023070,1
450299704023071,1
450299704023072,1
450299705022000,1
450299705022001,1
450299705022002,1
450299705022003,1
450299705022004,1
450299705022005,1
450299705022006,1
450299705022007,1
450299705022008,1
450299705022009,1
450299705022010,1
450299705022011,1
450299705022012,1
450299705022013,1
450299705022014,1
450299705022015,1
450299705022016,1
450299705022017,1
450299705022018,1
450299705022019,1
450299705022020,1
450299705022021,1
450299705022022,1
450299705022023,1
450299705022024,1
450299705022025,1
450299705022026,1
450299705022027,1
450299705022028,1
450299705022029,1
450299705022030,1
450299705022031,1
450299705022032,1
450299705022033,1
450299705022034,1
450299705022035,1
450299705022036,1
450299705022037,1
450299705022038,1
450299705022039,1
450299705022040,1
450299705022041,1
450299705022042,1
450299705022043,1
450299705022044,1
450299705022045,1
450299705022046,1
450299705022047,1
450299705022048,1
450299705022049,1
450299705022050,1
450299705022051,1
450299705022052,1
450299705022053,1
450299705022054,1
450299705022055,1
450299705022056,1
450299705022057,1
450299705022058,1
450299705022059,1
450299705022060,1
450299705022061,1
450299705022062,1
450299705022063,1
450299705022064,1
450299705022065,1
450299705022066,1
450299705022067,1
450299705022068,1
450299705022069,1
450299705022070,1
450299705022071,1
450299705022072,1
450350108081030,1
450350108081031,1
450350108081032,1
450350108081033,1
450350108081034,1
450350108082000,1
450350108082001,1
450350108082010,1
450350108083003,1
450350108084002,1
450350108081000,1
450350108081001,1
450350108081002,1
450350108081003,1
450350108081004,1
450350108081005,1
450350108081006,1
450350108081007,1
450350108081008,1
450350108081009,1
450350108081010,1
450350108081011,1
450350108081012,1
450350108081013,1
450350108081014,1
450350108081015,1
450350108081016,1
450350108081017,1
450350108081018,1
450350108081019,1
450350108081020,1
450350108081021,1
450350108081022,1
450350108081023,1
450350108081024,1
450350108081025,1
450350108081026,1
450350108081035,1
450350108081036,1
450350108081037,1
450350108083000,1
450350108083001,1
450350108083002,1
450350105052000,1
450350105052001,1
450350105052002,1
450350105052003,1
450350105052004,1
450350105052005,1
450350105052006,1
450350105052007,1
450350105052008,1
450350105052009,1
450350105052010,1
450350105052011,1
450350105052012,1
450350105052013,1
450350105052014,1
450350105052015,1
450350105052016,1
450350105052017,1
450350105052018,1
450350105052019,1
450350105052020,1
450350105052021,1
450350105052022,1
450350105052023,1
450350105052024,1
450350105052025,1
450350105052026,1
450350105052027,1
450350105052028,1
450350105052029,1
450350105052030,1
450350105052031,1
450350105052032,1
450350105052033,1
450350105052034,1
450350105052035,1
450350105052036,1
450350105052037,1
450350105052038,1
450350105052039,1
450350105052040,1
450350105052041,1
450350105053011,1
450350106061027,1
450350106061028,1
450350106062000,1
450350106062001,1
450350106062002,1
450350106062009,1
450350106062010,1
450350106062013,1
450350106072000,1
450350106072001,1
450350106072002,1
450350106072003,1
450350106072004,1
450350106072005,1
450350106072006,1
450350106072007,1
450350106072008,1
450350106072012,1
450350106072013,1
450350106072015,1
450350106072016,1
450350106072018,1
450350106072031,1
450350106072034,1
450350106072035,1
450350106072036,1
450350106072037,1
450350106072038,1
450350106072039,1
450350106072040,1
450350106072041,1
450350106072042,1
450350106072043,1
450350106072044,1
450350106072045,1
450350106072046,1
450350106072047,1
450350106073017,1
450350106073018,1
450350106073026,1
450350106041008,1
450350106041046,1
450350106042000,1
450350106042001,1
450350106042002,1
450350106042003,1
450350106042004,1
450350106042005,1
450350106042006,1
450350106042007,1
450350106042008,1
450350106042009,1
450350106042010,1
450350106042011,1
450350106042012,1
450350106042013,1
450350106042014,1
450350106042015,1
450350106042016,1
450350106042017,1
450350106042018,1
450350106042019,1
450350106042020,1
450350106042021,1
450350106042022,1
450350106042023,1
450350107002015,1
450350107002016,1
450350107002038,1
450350107002039,1
450350107002040,1
450350107002041,1
450350107002042,1
450350107002043,1
450350107002044,1
450350107002045,1
450350107002050,1
450350107002051,1
450350107002052,1
450350107002053,1
450350107002054,1
450350107002055,1
450350107002056,1
450350107002063,1
450350107002064,1
450350107002067,1
450350107002068,1
450350107002069,1
450350107002070,1
450350107002071,1
450150207241012,1
450150207241013,1
450150207241014,1
450150207241015,1
450150207241016,1
450150207241017,1
450150207241018,1
450150207241019,1
450150207241020,1
450150207241021,1
450150207241022,1
450150207241023,1
450150207241024,1
450150207241028,1
450150207241029,1
450150207241030,1
450150207241031,1
450150207241032,1
450150207241033,1
450150207241034,1
450150207241035,1
450150207241036,1
450150207241037,1
450150207241038,1
450150207241039,1
450150207241040,1
450150207241041,1
450150207241042,1
450150207241043,1
450150207241044,1
450150207241045,1
450150207241046,1
450150207241047,1
450150207241048,1
450150207241049,1
450150207241052,1
450150207241055,1
450150207241058,1
450150207241059,1
450150207241061,1
450150207241062,1
450150207241087,1
450150207241088,1
450150207241089,1
450150207241090,1
450150207241091,1
450150207241092,1
450150207241093,1
450150207241095,1
450150207241096,1
450150207241097,1
450150207241098,1
450150207241099,1
450150207241100,1
450150207241101,1
450150207241102,1
450150207241103,1
450150207241123,1
450150207241126,1
450150207241127,1
450150207241128,1
450150207241129,1
450150207241130,1
450150207241131,1
450150207241132,1
450150207241133,1
450150207241134,1
450150207241135,1
450150207241136,1
450150207241137,1
450150207241138,1
450150207241139,1
450150207241140,1
450150207241141,1
450150207241142,1
450150207241143,1
450150207241144,1
450150207241145,1
450150207241147,1
450150207241150,1
450150207241151,1
450150207241152,1
450150207241153,1
450150207241154,1
450150207241155,1
450150207241156,1
450150207241157,1
450150204041005,1
450150204041006,1
450150204041007,1
450150204041008,1
450150204041009,1
450150204041010,1
450150204041011,1
450150204041012,1
450150204041013,1
450150204041017,1
450150204041018,1
450150204041019,1
450150204041020,1
450150204041021,1
450150204041024,1
450150204041025,1
450150204041026,1
450150204041027,1
450150204041028,1
450150204041029,1
450150204041030,1
450150204041031,1
450150204041032,1
450150204041033,1
450150204041034,1
450150204041035,1
450150204041036,1
450150204041037,1
450150204041038,1
450150204041039,1
450150204041040,1
450150204041041,1
450150204041042,1
450150204041043,1
450150204041044,1
450150204041045,1
450150204041046,1
450150204041047,1
450150204041048,1
450150204041049,1
450150204041050,1
450150204041051,1
450150204041052,1
450150204041053,1
450150204041054,1
450150204041055,1
450150204041056,1
450150204041057,1
450150204041058,1
450150204041059,1
450150204041060,1
450150204041061,1
450150204041062,1
450150204041063,1
450150204041064,1
450150204041065,1
450150204041066,1
450150204041067,1
450150204041068,1
450150204041069,1
450150204041070,1
450150204041071,1
450150204041072,1
450150204041073,1
450150204041074,1
450150204041075,1
450150204041076,1
450150204041077,1
450150204041078,1
450150204041079,1
450150204041080,1
450150204041081,1
450150204041082,1
450150204041083,1
450150204041084,1
450150204041085,1
450150204041086,1
450150204041087,1
450150204041088,1
450150204041089,1
450150204041090,1
450150204041091,1
450150204041092,1
450150204041093,1
450150204041094,1
450150204041095,1
450150204041096,1
450150204041097,1
450150204041098,1
450150204041099,1
450150204041100,1
450150204041101,1
450150204041102,1
450150204041103,1
450150204041104,1
450150204041105,1
450150204041106,1
450150204041107,1
450150204041108,1
450150204041109,1
450150204041110,1
450150204041111,1
450150204041112,1
450150204041113,1
450150204041114,1
450150204041115,1
450150204041116,1
450150204041117,1
450150204041118,1
450150204041119,1
450150204041120,1
450150204041121,1
450150204041122,1
450150204041123,1
450150204041124,1
450150204041126,1
450150204041127,1
450150204041131,1
450150204041132,1
450150204041133,1
450150204041134,1
450150204041135,1
450150204041136,1
450150204042056,1
450150204042057,1
450150204041128,1
450150204041129,1
450150204041130,1
450150204042000,1
450150204042001,1
450150204042002,1
450150204042003,1
450150204042004,1
450150204042005,1
450150204042006,1
450150204042007,1
450150204042008,1
450150204042009,1
450150204042010,1
450150204042011,1
450150204042012,1
450150204042013,1
450150204042014,1
450150204042015,1
450150204042016,1
450150204042017,1
450150204042018,1
450150204042019,1
450150204042020,1
450150204042021,1
450150204042022,1
450150204042023,1
450150204042024,1
450150204042025,1
450150204042026,1
450150204042027,1
450150204042028,1
450150204042029,1
450150204042030,1
450150204042031,1
450150204042032,1
450150204042033,1
450150204042034,1
450150204042035,1
450150204042036,1
450150204042037,1
450150204042038,1
450150204042039,1
450150204042040,1
450150204042041,1
450150204042042,1
450150204042043,1
450150204042044,1
450150204042045,1
450150204042046,1
450150204042047,1
450150204042048,1
450150204042049,1
450150204042050,1
450150204042051,1
450150204042052,1
450150204042053,1
450150204042054,1
450150204042055,1
450150204042058,1
450150204042059,1
450150204042060,1
450150204042061,1
450150204042062,1
450150204051040,1
450150204051045,1
450150204051046,1
450150204051047,1
450150204051048,1
450150204051049,1
450150204051050,1
450150204051051,1
450150204051052,1
450150204051053,1
450150204051055,1
450150204051056,1
450150204052080,1
450150204052088,1
450150204052089,1
450150204052090,1
450150204052091,1
450150204052092,1
450150204052093,1
450150204052094,1
450150204052095,1
450150207241053,1
450150207241054,1
450150207241056,1
450150207241057,1
450150207241060,1
450150207241063,1
450150207241064,1
450150207241065,1
450150207241066,1
450150207241067,1
450150207241068,1
450150207241069,1
450150207241070,1
450150207241071,1
450150207241072,1
450150207241073,1
450150207241074,1
450150207241075,1
450150207241076,1
450150207241077,1
450150207241078,1
450150207241079,1
450150207241080,1
450150207241081,1
450150207241082,1
450150207241083,1
450150207241084,1
450150207241085,1
450150207241086,1
450150207241094,1
450150207241104,1
450150207241105,1
450150207241106,1
450150207241107,1
450150207241108,1
450150207241109,1
450150207241110,1
450150207241111,1
450150207241112,1
450150207241113,1
450150207241114,1
450150207241115,1
450150207241116,1
450150207241117,1
450150207241118,1
450150207241119,1
450150207241120,1
450150207241121,1
450150207241122,1
450150207241124,1
450150207241125,1
450150207241146,1
450150207241148,1
450150207241149,1
450150207241158,1
450150207251000,1
450150207251001,1
450150207251002,1
450150207251003,1
450150207251004,1
450150207251005,1
450150207251006,1
450150207251007,1
450150207251008,1
450150207251009,1
450150207251010,1
450150207252000,1
450150207252001,1
450150207252002,1
450150207252003,1
450150207252004,1
450150207252005,1
450150207252006,1
450150207252007,1
450150207252008,1
450150207252009,1
450150207252010,1
450150207252011,1
450150207252012,1
450150207252013,1
450150207252014,1
450150207252015,1
450150207252016,1
450150207253000,1
450150207253001,1
450150207253002,1
450150207253003,1
450150207253004,1
450150207253005,1
450150207253006,1
450150207253007,1
450150207253008,1
450150208122000,1
450150208122005,1
450150208122006,1
450159801001000,1
450159801001001,1
450159801001002,1
450159801001003,1
450159801001004,1
450159801001005,1
450159801001006,1
450159801001007,1
450159801001008,1
450159801001009,1
450159801001010,1
450159801001011,1
450159801001012,1
450159801001013,1
450159801001014,1
450159801001015,1
450159801001016,1
450159801001017,1
450159801001018,1
450159801001019,1
450159801001020,1
450159801001021,1
450159801001022,1
450159801001023,1
450159801001024,1
450159801001025,1
450159801001026,1
450159801001027,1
450159801001028,1
450159801001029,1
450159801001030,1
450159801001031,1
450159801001032,1
450159801001033,1
450159801001034,1
450159801001035,1
450159801001036,1
450159801001037,1
450159801001038,1
450159801001039,1
450159801001040,1
450159801001041,1
450159801001042,1
450159801001043,1
450159801001044,1
450159801001045,1
450159801001046,1
450159801001047,1
450159801001048,1
450159801001049,1
450159801001050,1
450159801001051,1
450159801001052,1
450159801001053,1
450159801001054,1
450159801001055,1
450159801001056,1
450159801001057,1
450159801001058,1
450159801001059,1
450159801001061,1
450159801001062,1
450159801001063,1
450350106061000,1
450350106061001,1
450350106061002,1
450350106061003,1
450350106061004,1
450350106061005,1
450350106061006,1
450350106061007,1
450350106061008,1
450350106061009,1
450350106061013,1
450350106061014,1
450350106061015,1
450350106061016,1
450350106061017,1
450350106062003,1
450350106062004,1
450350106062005,1
450350106062006,1
450350106062007,1
450350106062008,1
450350106062011,1
450350106062012,1
450350106062014,1
450350106062015,1
450350106062016,1
450350106062017,1
450350106062018,1
450350106062019,1
450350106062020,1
450350106062021,1
450350106062022,1
450350106062023,1
450350106062024,1
450350106062025,1
450350107002061,1
450350107002062,1
450350107002066,1
450350107002073,1
450150208072012,1
450150208072016,1
450150208072017,1
450150208072018,1
450150208072019,1
450150208072020,1
450150208072021,1
450150208072022,1
450150208072023,1
450150208072024,1
450150208072025,1
450150208072026,1
450150208072027,1
450150208073033,1
450150208074000,1
450150208074001,1
450150208074002,1
450150208074003,1
450150208074004,1
450150208074005,1
450150208074006,1
450150208074007,1
450150208074008,1
450150208074009,1
450150208074010,1
450150208074018,1
450150208074019,1
450150208074020,1
450150208074021,1
450150208074022,1
450150208074023,1
450150208074024,1
450150208074025,1
450150208074026,1
450150208074027,1
450150208074028,1
450150208074029,1
450150208074030,1
450150208062000,1
450150208062001,1
450150208062002,1
450150208062003,1
450150208062004,1
450150208062005,1
450150208062006,1
450150208062007,1
450150208062008,1
450150208062009,1
450150208062010,1
450150208062011,1
450150208062012,1
450150208062013,1
450150208062014,1
450150208062015,1
450150208062016,1
450150208062017,1
450150208062018,1
450150208062019,1
450150208062020,1
450150208062021,1
450150208062022,1
450150208062023,1
450150208062024,1
450150208062025,1
450150208062026,1
450150208062027,1
450150208062028,1
450150208062029,1
450150208062030,1
450150208062031,1
450150208072001,1
450150208072003,1
450150208072004,1
450150208072005,1
450150208072006,1
450150208072007,1
450150208072008,1
450150208072009,1
450150208072010,1
450150208072011,1
450150208072013,1
450150208072014,1
450150208072015,1
450150208073038,1
450150208074011,1
450150208074012,1
450150208074013,1
450150208074014,1
450150208074015,1
450150208074016,1
450150208074017,1
450150208074031,1
450150208074032,1
450150208074033,1
450150208074034,1
450150208074035,1
450150208074036,1
450190031051023,1
450190031051024,1
450190031051025,1
450190031051026,1
450190031051027,1
450190031051028,1
450190031051029,1
450190031051030,1
450190031051031,1
450190031051032,1
450190031051033,1
450190031051034,1
450190031051035,1
450190031051040,1
450190031051041,1
450190031051042,1
450190031052025,1
450190031052026,1
450190031052031,1
450190031052032,1
450190031052034,1
450190031052035,1
450190031052036,1
450190031052037,1
450190031052038,1
450190031052039,1
450190031052041,1
450190031052042,1
450190031052062,1
450190031052063,1
450190031052064,1
450190031052066,1
450190031052067,1
450190031052068,1
450190031052069,1
450190031052071,1
450190031052072,1
450190031052073,1
450190031052074,1
450190031052075,1
450190031052076,1
450190031052077,1
450190031052078,1
450190032002021,1
450190032002026,1
450150209011000,1
450150209011001,1
450150209011002,1
450150209011003,1
450150209011004,1
450150209011005,1
450150209011006,1
450150209011007,1
450150209011008,1
450150209011009,1
450150209011010,1
450150209011011,1
450150209011012,1
450150209011013,1
450150209011014,1
450150209011015,1
450150209011016,1
450150209011017,1
450150209032009,1
450150209032010,1
450150209032011,1
450150209032012,1
450150209032013,1
450150209032014,1
450150209032016,1
450150209032017,1
450150209032018,1
450150209032019,1
450150210002014,1
450150210003011,1
450150210003012,1
450150210003013,1
450150210003014,1
450150210003017,1
450150210003018,1
450150208081000,1
450150208081001,1
450150208081002,1
450150208081003,1
450150208081004,1
450150208081005,1
450150208081006,1
450150208081007,1
450150208081008,1
450150208081009,1
450150208081010,1
450150208081011,1
450150208081012,1
450150208081013,1
450150208081014,1
450150208081015,1
450150208081016,1
450150208082000,1
450150208082001,1
450150208082002,1
450150208082003,1
450150208082004,1
450150208082005,1
450150208082006,1
450150208082007,1
450150208082008,1
450150208082009,1
450150208082010,1
450150208082011,1
450150208082012,1
450150208082013,1
450150208082014,1
450150208082015,1
450150208082016,1
450150208082017,1
450150208082018,1
450150208082019,1
450150208082020,1
450150208082021,1
450150208082022,1
450150208082023,1
450150208082024,1
450150208091000,1
450150208091001,1
450150208091010,1
450150208091011,1
450150208091012,1
450150208091013,1
450150208091017,1
450150208091018,1
450150208091019,1
450150207201001,1
450150207201009,1
450150207201015,1
450150207201016,1
450150207201020,1
450150207201021,1
450150207201022,1
450150207202001,1
450150207202002,1
450150207202003,1
450150207202004,1
450150207202005,1
450150207202006,1
450150207202007,1
450150207202008,1
450150207202009,1
450150207202010,1
450150207202011,1
450150207202012,1
450150207202013,1
450150207202014,1
450150207202015,1
450150207202016,1
450150207202017,1
450150207202018,1
450150207202019,1
450150207202020,1
450150207202021,1
450150207202022,1
450150207202023,1
450150207202024,1
450150207202025,1
450150207202026,1
450150207202027,1
450150207202028,1
450150207202029,1
450150207221000,1
450150207221001,1
450150207221002,1
450150207221003,1
450150207221004,1
450150207221005,1
450150207221006,1
450150207221007,1
450150207221008,1
450150207221009,1
450150207221010,1
450150207221011,1
450150207221012,1
450150207221013,1
450150207222000,1
450150207222002,1
450190031152005,1
450190031152006,1
450190031152007,1
450190031152008,1
450190031152009,1
450190031152010,1
450190031152011,1
450190031152012,1
450190031152013,1
450190031152014,1
450190031152015,1
450190031152016,1
450190031152017,1
450190031152018,1
