GEOID20,District
450030211021048,2
450030211021049,2
450030211021050,2
450030211021051,2
450030211021052,2
450030211021053,2
450030211021054,2
450030211022000,2
450030211022001,2
450030211022002,2
450030211022003,2
450030211022004,2
450030211022005,2
450030211022006,2
450030211022007,2
450030211022008,2
450030211022009,2
450030211022010,2
450030211022011,2
450030211022012,2
450030211022014,2
450030211022026,2
450030211022027,2
450030212014000,2
450030212014001,2
450030212014002,2
450030212014003,2
450030212014004,2
450030212014005,2
450030212014006,2
450030212014007,2
450030212014008,2
450030212014009,2
450030212014010,2
450030212014011,2
450030212014012,2
450030212014013,2
450030212014014,2
450030212014033,2
450030212014034,2
450030212014035,2
450030212014041,2
450030212014049,2
450030212014050,2
450510513022000,7
450510513022001,7
450510513022002,7
450510513022003,7
450510513022004,7
450510513022005,7
450510513022006,7
450510513022007,7
450510513022008,7
450510513022009,7
450510513022010,7
450510513022011,7
450510513022012,7
450510513022013,7
450510513022014,7
450510513022015,7
450510513022016,7
450510513022017,7
450510513022018,7
450510513022019,7
450510513022020,7
450510513022021,7
450510513022022,7
450510513022023,7
450510513022024,7
450510513022025,7
450510513022026,7
450510513022027,7
450510513022028,7
450510513022029,7
450510513022030,7
450510513022031,7
450510513022032,7
450510513022033,7
450510513022034,7
450510513022035,7
450510513022036,7
450510513022037,7
450510513022038,7
450510513022039,7
450510513022040,7
450510513022041,7
450510513022042,7
450510513022043,7
450510513022044,7
450510513022045,7
450510513022046,7
450510513022047,7
450510513022048,7
450510513022049,7
450510513022050,7
450510513022051,7
450519901000025,7
450510514061004,7
450510514061011,7
450510514061012,7
450510514061013,7
450510514061014,7
450510514061015,7
450510514061016,7
450510514061017,7
450510514061018,7
450510514061019,7
450510514061020,7
450510514061021,7
450510514061022,7
450510514061023,7
450510514061024,7
450510514062000,7
450510514062001,7
450510514062002,7
450510514062003,7
450510514062004,7
450510514062005,7
450510514062006,7
450510514062007,7
450510514062008,7
450510514062009,7
450510514062010,7
450510514062011,7
450510514062012,7
450510514062013,7
450510514062014,7
450510514062015,7
450510514062016,7
450510514062017,7
450510514062018,7
450510514062019,7
450510514062020,7
450510514062021,7
450510514062022,7
450510514063000,7
450510514063001,7
450510514063002,7
450510514063003,7
450510514063004,7
450510514063005,7
450510514063006,7
450510514063007,7
450510514063008,7
450510514063009,7
450510514063010,7
450510514063018,7
450510514063019,7
450510514063020,7
450510514063022,7
450439205023000,7
450439205101000,7
450439205101001,7
450439205101002,7
450439205101003,7
450439205101004,7
450439205101005,7
450439205101006,7
450439205101007,7
450439205101008,7
450439205101009,7
450439205101010,7
450439205101011,7
450439205101012,7
450439205101013,7
450439205101014,7
450439205101015,7
450439205101016,7
450439205101017,7
450439205101018,7
450439205101019,7
450439205101022,7
450439205101023,7
450439205101024,7
450439205101025,7
450439205101026,7
450439205101027,7
450439205102000,7
450439205102001,7
450439205102002,7
450439205102003,7
450439205102004,7
450439205102005,7
450439205102006,7
450439205102007,7
450439205102008,7
450439205102009,7
450439205102010,7
450439205102011,7
450439205102012,7
450439205102013,7
450439205102014,7
450439205102015,7
450439205102016,7
450439205102017,7
450439205102018,7
450439205102019,7
450439205102020,7
450439205102021,7
450439205102022,7
450439205102023,7
450439205102024,7
450439205102025,7
450439205102026,7
450439205102027,7
450439205102028,7
450439205102029,7
450439205102030,7
450439205102031,7
450439205102032,7
450439205102033,7
450439205102034,7
450439205102035,7
450439205102036,7
450439205102037,7
450439205102038,7
450439205102039,7
450439205102040,7
450439205102041,7
450439205102042,7
450439205102043,7
450439205102044,7
450439205102045,7
450439205102046,7
450439205102047,7
450439205102048,7
450439901000001,7
450030206043041,2
450030207011000,2
450030207011001,2
450030207011004,2
450030207011007,2
450030207011009,2
450030207011017,2
450030207012010,2
450030207012011,2
450030207012014,2
450030207012015,2
450030207012025,2
450030207012030,2
450030207012031,2
450030207012032,2
450030207012033,2
450030207012034,2
450030207012035,2
450030207012036,2
450030207012037,2
450030207012038,2
450030207012039,2
450030207012040,2
450030207012041,2
450030207012042,2
450030207012043,2
450030207012044,2
450030207012045,2
450030207012046,2
450030207012047,2
450030207012048,2
450030207012049,2
450030207012050,2
450030207012051,2
450030207012052,2
450030207012053,2
450030207012054,2
450030207012055,2
450030207012056,2
450030207012058,2
450030207012059,2
450030207012060,2
450030207011002,2
450030207011003,2
450030207011005,2
450030207011006,2
450030207011008,2
450030207011010,2
450030207011011,2
450030207011012,2
450030207011013,2
450030207011014,2
450030207011015,2
450030207011016,2
450030207014000,2
450030207014001,2
450030207014002,2
450030207014003,2
450030207014004,2
450030207014005,2
450030207014010,2
450030207014011,2
450030207014012,2
450030207014013,2
450030207014014,2
450030207014021,2
450030207014022,2
450030207014023,2
450030207021000,2
450030207021001,2
450030207021002,2
450439204001068,7
450439204001069,7
450439204001070,7
450439204001071,7
450439204001072,7
450439204001073,7
450439204001074,7
450439204001075,7
450439204001076,7
450439204001077,7
